index,Place_name,Latitude,Longitude,Category,Region,haversine_distance_from_centroid,haversine_distance_from_voosh_kitchen,09_30_voosh,19_00_voosh,13_30_voosh,distance_in_meters_from_voosh
0,Madhuban Apartments,12.9383132,77.60969140000002,Apartments,"Adugodi, Bengaluru",2.4834009377251625,2.1663348159835816,11,12,10,710
4,Prestige Acropolis,12.935308099999999,77.61047370000001,Apartments,"Adugodi, Bengaluru",2.159536578071742,1.8217278911213208,8,10,8,577
7,Esteem Splendor 2,12.9377956,77.6091066,Apartments,"Adugodi, Bengaluru",2.4218734008328613,2.129447368736355,12,12,10,730
8,Brindavan Apartment,12.9382437,77.6097782,Apartments,"Adugodi, Bengaluru",2.4764363744510027,2.1563615406269587,10,11,9,655
10,Sorina Apartments,12.937561099999998,77.61155579999999,Apartments,"Adugodi, Bengaluru",2.424425098640586,2.0384281501412613,11,12,10,727
11,Prakash Apartments,12.940097300000001,77.6077109,Apartments,"Adugodi, Bengaluru",2.6745963191921245,2.420220185422102,12,13,10,782
12,Ansal Krsna,12.9378069,77.6100691,Apartments,"Adugodi, Bengaluru",2.43082332402412,2.101202300033506,10,11,9,660
16,Sanjeevegowda,12.9408351,77.60999890000001,Apartments,"Adugodi, Bengaluru",2.76557765706339,2.429687200399512,12,13,11,789
18,SLV Apartments -3,12.9360211,77.6090295,Apartments,"Adugodi, Bengaluru",2.2243918552835025,1.945272236172495,13,15,12,891
19,Prema Nilaya Apartment,12.9406304,77.6080901,Apartments,"Adugodi, Bengaluru",2.733814399676565,2.463257912289394,11,12,10,731
23,Esteem Splendor 1,12.9381227,77.6093822,Apartments,"Adugodi, Bengaluru",2.459918643617933,2.155341104377473,11,12,10,712
25,Crystal Rock Apartments,12.9368891,77.60903859999999,Apartments,"Adugodi, Bengaluru",2.3208283344333887,2.0360479510209832,13,14,12,844
28,Shanthi Nilaya Apartment,12.9406546,77.6084403,Apartments,"Adugodi, Bengaluru",2.7370002577244947,2.45439302337672,11,12,10,722
31,Samuthya Apartment,12.9402291,77.60832070000001,Apartments,"Adugodi, Bengaluru",2.689464123724017,2.413124583250422,12,12,10,737
36,Adithya om enclave,12.9415073,77.6174647,Apartments,"Adugodi, Bengaluru",3.0137283926829,2.4541786763599975,14,15,12,895
42,Rani Residency,12.939498599999999,77.6088175,Apartments,"Adugodi, Bengaluru",2.6096624882507102,2.3195146687846075,11,12,10,723
44,Prestige St. John's Wood,12.930061199999999,77.6106751,Apartments,"Adugodi, Bengaluru",1.5865434832224554,1.2625453310514445,8,9,7,532
48,Sai Krupa Apartments,12.9375149,77.6123378,Apartments,"Adugodi, Bengaluru",2.4345355875699464,2.019096963132407,12,13,11,798
52,Krishna Apartment,12.9285032,77.61108259999999,Apartments,"Adugodi, Bengaluru",1.4266410343152196,1.0857950898384297,6,7,6,420
54,Dixit%E2%80%99s Apartmet,12.9402192,77.6173703,Apartments,"Adugodi, Bengaluru",2.87593558587953,2.3106684060756026,13,14,11,839
56,"%2354, Sri Nivasa",12.9403055,77.6086993,Apartments,"Adugodi, Bengaluru",2.6989045521770723,2.4090875806066827,12,12,10,742
57,Sri Laxmi Nivas,12.9404852,77.6082048,Apartments,"Adugodi, Bengaluru",2.7177740649797433,2.444075815274203,11,12,10,735
62,Soram Residency,12.9404025,77.607674,Apartments,"Adugodi, Bengaluru",2.7085706143130097,2.4535803082982115,12,13,10,774
63,Police QRS. ADUGODI,12.9397605,77.6120715,Apartments,"Adugodi, Bengaluru",2.674853441727542,2.270332183656936,11,12,10,717
65,"G Block, Inside Adugodi Police Quaters",12.9401179,77.6136537,Apartments,"Adugodi, Bengaluru",2.747568235630683,2.291603661134344,12,12,10,739
72,Jordiie's Place,12.9403453,77.607679,Apartments,"Adugodi, Bengaluru",2.7022049690266816,2.4473945175285112,12,13,10,775
74,Sai Balaji Residency,12.9267832,77.6099718,Apartments,"Adugodi, Bengaluru",1.214239898986226,0.9768888805357328,5,6,5,332
75,Sipani classe 2,12.9405273,77.6190537,Apartments,"Adugodi, Bengaluru",2.977032650735152,2.3708454578431573,14,15,12,873
77,Vinod Raj's Home,12.940044199999999,77.60806540000002,Apartments,"Adugodi, Bengaluru",2.6686176668273074,2.402183782215781,12,12,10,749
78,Sapthagiri Apartments,12.927683,77.611051,Apartments,"Adugodi, Bengaluru",1.3373921407647376,1.0043979562805365,6,7,6,411
81,Sree Vatsa Nilaya Apartments,12.927306199999999,77.6113865,Apartments,"Adugodi, Bengaluru",1.3068315247726718,0.9509359708351938,6,7,6,436
83,Shanvi Apartment,12.9407744,77.6189205,Apartments,"Adugodi, Bengaluru",2.996413726073632,2.395335550730925,14,14,12,866
92,1BHK Apartments,12.9322131,77.61095040000001,Apartments,"Adugodi, Bengaluru",1.8272459896933126,1.4773335406769754,7,8,7,478
96,"45 , 1 - Nicky%E2%80%99s ",12.940358,77.607714,Apartments,"Adugodi, Bengaluru",2.7035806762034857,2.447485415956586,12,13,10,775
98,Tavarekere Apartment,12.9278183,77.61005379999999,Apartments,"Adugodi, Bengaluru",1.329092221632099,1.068982310950298,6,7,6,410
99,Sri Sai PG,12.9362751,77.60878199999999,Apartments,"Adugodi, Bengaluru",2.251343759934703,1.9809837604028808,13,15,12,885
101,Sathya Apartments,12.9335385,77.60811890000001,Apartments,"Adugodi, Bengaluru",1.9452800561734738,1.7289044670104818,8,9,8,565
102,Vision Appartments,12.939925500000001,77.6163804,Apartments,"Adugodi, Bengaluru",2.808669661203594,2.2691123237716053,14,15,13,911
105,BH24 Blue Hills service apartment,12.9323027,77.6101949,Apartments,"Adugodi, Bengaluru",1.8242677424305438,1.5135972946994183,6,8,6,452
108,S 23 51 Laskar,12.938202699999998,77.60924709999999,Apartments,"Adugodi, Bengaluru",2.4679098559920756,2.168100009644899,11,12,9,705
110,The Mayfair Apartments,12.939376600000001,77.6218297,Apartments,"Adugodi, Bengaluru",2.999661941608827,2.321423512825337,11,12,10,717
111,Building No. 2,12.940661,77.6175807,Apartments,"Adugodi, Bengaluru",2.929961039145644,2.3620087845471764,13,14,12,851
115,SG Residency,12.9320507,77.6102724,Apartments,"Adugodi, Bengaluru",1.7976679668929678,1.484412453913875,6,7,6,437
116,Insta Guest House - Koramangala,12.9355474,77.61300820000001,Apartments,"Adugodi, Bengaluru",2.2371515323411133,1.7924038740543682,10,11,9,641
118,Apartment 6D,12.9366969,77.6163113,Apartments,"Adugodi, Bengaluru",2.4692673135974905,1.9103780982420653,12,12,10,745
120,Citizen Tower Building,12.927937199999999,77.6099542,Apartments,"Adugodi, Bengaluru",1.3403126028086487,1.085867037506771,6,7,6,414
122,Pavan Apartments,12.926870599999999,77.6106647,Apartments,"Adugodi, Bengaluru",1.2395406182503914,0.9445712448354016,6,6,5,376
123,House,12.9367675,77.6158994,Apartments,"Adugodi, Bengaluru",2.4605586754028823,1.9156686095889806,11,12,10,732
124,SpringHeights @ Koramangala,12.9394724,77.6181926,Apartments,"

",2.8322527617232374,2.2397182850356248,13,14,11,816
127,"Opposite sri hari hara pg, Blue colour paint apartment",12.9364531,77.60892890000001,Apartments,"Adugodi, Bengaluru",2.2718187306368853,1.9941745390527057,13,15,12,902
128,Sankar Residency,12.9379394,77.619807,Apartments,"Adugodi, Bengaluru",2.753580054806698,2.1067472281281203,12,13,12,789
129,NPR apartment,12.927048300000001,77.6086532,Apartments,"Adugodi, Bengaluru",1.2259681730537035,1.0870956387211095,4,5,4,324
130,Adarsh Vihar Apartment,12.9304459,77.60108120000001,Apartments,"Adugodi, Bengaluru",1.7652336594978928,1.942624691575076,11,12,11,732
131,Iman service apartments,12.935215600000001,77.6199608,Apartments,"Adugodi, Bengaluru",2.4984813919490834,1.8191362961020268,10,11,10,658
133,Apartment complex,12.9253431,77.6064458,Apartments,"Adugodi, Bengaluru",1.0464271631367763,1.1372376249271183,5,6,5,342
135,Saicharan Apartments,12.935842999999998,77.62671,Apartments,"Adugodi, Bengaluru",2.9977088478112557,2.2052206621872608,10,11,10,655
138,Vishnupada Apartments,12.9330761,77.6273024,Apartments,"Adugodi, Bengaluru",2.826967544843858,2.0022690588428835,10,11,10,646
140,%23373,12.935044900000001,77.6197947,Apartments,"Adugodi, Bengaluru",2.472903589113465,1.7957928344322265,10,11,10,654
141,Home,12.9411733,77.6213028,Apartments,"Adugodi, Bengaluru",3.147345010532817,2.4958846709848204,13,14,12,828
143,Saniya Residency,12.9281277,77.60664399999999,Apartments,"Adugodi, Bengaluru",1.3508002146730032,1.322029268031066,6,7,6,442
144,Alcove Service Apartments,12.9285724,77.6318027,Apartments,"Adugodi, Bengaluru",2.937890859267477,2.069391555195539,12,12,11,749
146,470 Koramangala,12.9340963,77.6197447,Apartments,"Adugodi, Bengaluru",2.380502992252889,1.693282991805478,9,10,9,591
147,Monarch Residency,12.929787800000001,77.60806090000001,Apartments,"Adugodi, Bengaluru",1.5281796054914483,1.369614072210286,6,7,6,437
148,Padmashree Apartment,12.9368791,77.6243412,Apartments,"Adugodi, Bengaluru",2.9202679849277904,2.1710149278063673,10,11,10,667
150,Vishnupriya Arcade,12.936761500000001,77.6204735,Apartments,"Adugodi, Bengaluru",2.6744557516200906,1.9997608134795841,12,14,11,818
153,Premium Serviced Apartments,12.9387767,77.6237957,Apartments,"Adugodi, Bengaluru",3.0566931806985735,2.3357461189691953,11,11,10,689
154,A.M. Apartments,12.9317754,77.5988891,Apartments,"Adugodi, Bengaluru",2.0051894340490644,2.22078415090632,12,13,12,792
155,Del Prado Apartment,12.9364957,77.6297788,Apartments,"Adugodi, Bengaluru",3.28254524381413,2.4655227719627164,13,13,12,791
157,Apartment-1 BHK,12.9235963,77.6162818,Apartments,"Adugodi, Bengaluru",1.2341805194949813,0.46708202678700694,4,4,4,249
158,New Apartments,12.9243385,77.61314990000001,Apartments,"Adugodi, Bengaluru",1.0815536841651632,0.5720619022856713,5,5,4,307
159,Apartment,12.928977,77.5977103,Apartments,"Adugodi, Bengaluru",1.8154670716990708,2.1560200142852652,12,14,12,814
162,Sharu home,12.9359602,77.6232687,Apartments,"Adugodi, Bengaluru",2.768607851883933,2.027507657956511,9,10,9,593
163,Raheja Residency,12.9287326,77.6318844,Apartments,"Adugodi, Bengaluru",2.954154526269604,2.0857969957259903,12,12,11,747
164,%2369 Apartment,12.92958,77.6075978,Apartments,"Adugodi, Bengaluru",1.5054590834020418,1.3794511736278374,7,8,7,471
165,House,12.934912800000001,77.61968309999999,Apartments,"Adugodi, Bengaluru",2.45407000835755,1.7782939005984904,10,11,10,659
166,Apartment,12.9166918,77.63741759999999,Apartments,"Adugodi, Bengaluru",3.1960858009473023,2.4398659540113385,10,11,9,652
175,Sobha Morzaria Grandeur,12.9339549,77.601799,Apartments,"Adugodi, Bengaluru",2.0996075759525548,2.1541914192628173,12,13,11,763
177,Housewise.in - Rental Property Management Company in Bengaluru,12.933300099999999,77.612155,Apartments,"Adugodi, Bengaluru",1.9724053481369612,1.5610829490903635,9,11,8,641
179,Modern Apartment,12.9195353,77.6040765,Apartments,"Adugodi, Bengaluru",0.5705912752846826,1.1945579236390114,8,8,7,473
180,St Mary's Executive PG Accommodation,12.936707400000001,77.6085473,Apartments,"Adugodi, Bengaluru",2.298500425312146,2.034894531487006,12,14,12,823
181,Goodwill Apartments,12.9357103,77.6233417,Apartments,"Adugodi, Bengaluru",2.7512272627805276,2.006057824817881,9,10,8,586
183,The Emerald Suite - A Self-Serviced Residence by Host- Right,12.933057000000002,77.6321801,Apartments,"Adugodi, Bengaluru",3.237634098587847,2.3833855318898336,13,13,12,801
185,Apartments madiwala,12.9213762,77.6141923,Apartments,"Adugodi, Bengaluru",0.900660118295076,0.22484322915647206,2,3,2,163
186,1%2F2 Bedroom for Bachelors,12.9337731,77.6097859,Apartments,"Adugodi, Bengaluru",1.9814359338581002,1.6823272231808626,7,8,6,486
189,KMT PG For Ladies,12.9366711,77.6086553,Apartments,"Adugodi, Bengaluru",2.294833593026219,2.0270505554254687,12,14,12,828
190,BAK Comfort Manner,12.937208300000002,77.6121191,Apartments,"Adugodi, Bengaluru",2.396516805770605,1.9890970776984822,12,12,10,748
192,Shree Ganesh PG Accomdation for ladies,12.936112800000002,77.6091779,Apartments,"Adugodi, Bengaluru",2.235484798143407,1.9495188872027578,13,15,12,893
193,Trinayan residency,12.924169000000001,77.636979,Apartments,"Adugodi, Bengaluru",3.274750582652605,2.426214621244779,14,15,13,905
196,Trusted Stay Service Apartments in Bangalore,12.9298227,77.6302364,Apartments,"Adugodi, Bengaluru",2.8615463973693367,1.9986525811274063,10,10,9,603
197,Olive Service Apartments Koramangala,12.9280031,77.62851459999999,Apartments,"Adugodi, Bengaluru",2.5965906675333925,1.7309473322529774,10,10,10,628
198,Girl's p.g Adugodi.,12.939817800000002,77.6075626,Apartments,"Adugodi, Bengaluru",2.643715681497327,2.396343011622362,13,13,11,796
201,Reen Apartments,12.930043300000001,77.607147,Apartments,"Adugodi, Bengaluru",1.558876101849382,1.4498916321629922,7,8,7,470
204,Salarpuria Tower 2,12.9334894,77.61248409999999,Apartments,"Adugodi, Bengaluru",2.0013718830843104,1.5748880126769533,8,9,7,538
205,Apartment,12.9184228,77.61761779999999,Apartments,"Adugodi, Bengaluru",1.0821345885588982,0.3007814861993242,2,3,2,155
206,ZTE telecom india pvt ltd,12.9367451,77.61042459999999,Apartments,"Adugodi, Bengaluru",2.3174865185382587,1.9771939191867673,10,11,9,654
210,House for rent,12.9261028,77.60615729999999,Apartments,"Adugodi, Bengaluru",1.134855907136643,1.2119235989217758,6,6,5,388
215,Apartment Building,12.925950300000002,77.634472,Apartments,"Adugodi, Bengaluru",3.0796641461847942,2.2167630462073906,12,13,12,760
217,Kormangla Bangalore,12.9416935,77.6168196,Apartments,"Adugodi, Bengaluru",3.0101022833617366,2.4685056440738817,14,15,13,914
218,Residency,12.9218294,77.6167255,Apartments,"Adugodi, Bengaluru",1.1494263252154413,0.30811231823808755,4,5,4,297
222,Chikku Lakshmaiah Layout,12.9361477,77.609935,Apartments,"Adugodi, Bengaluru",2.2457847169597893,1.9277871453235567,9,10,8,598
223,Constructure,12.941819800000001,77.61689179999999,Apartments,"Adugodi, Bengaluru",3.0259125528134394,2.48310985769418,14,15,13,915
228,"Asterix Energy - Rooftop Solar for Homes, Apartments, Offices and Industries",12.9408944,77.6171257,Apartments,"Adugodi, Bengaluru",2.937135254364193,2.3827428685576115,14,15,12,872
239,Kiranita Sundas,12.9402439,77.6084788,Apartments,"Adugodi, Bengaluru",2.6914296937776574,2.4095353660330527,12,12,10,737
240,Chikka Adugodi,12.928044,77.61029309999999,Apartments,"Adugodi, Bengaluru",1.3584565426463395,1.0778562994345213,5,6,5,378
242,Shine Lodge,12.935962400000001,77.6090203,Apartments,"Adugodi, Bengaluru",2.2178209435581118,1.9394692037654389,13,15,12,888
254,The Dress Bank - Clothes On Rent,12.9385394,77.609702,Apartments,"Adugodi, Bengaluru",2.5085674678157415,2.1902529433347095,10,11,9,665
255,myroomie - Aster PG%2F Hostel%2F student Housing,12.9285102,77.6098902,Apartments,"Adugodi, Bengaluru",1.4021470487643253,1.1444164800842633,5,6,5,367
258,LVR Grandeur,12.936344300000002,77.6085642,Apartments,"Adugodi, Bengaluru",2.2581970665496587,1.9964563034443148,12,15,12,876
260,Evergreen PG for girls ( near Christ University ),12.9396546,77.6079506,Apartments,"Adugodi, Bengaluru",2.6252596208533343,2.365186584128078,12,13,10,764
261,Yadav PG For Gents,12.9367519,77.60848299999999,Apartments,"Adugodi, Bengaluru",2.303256611085593,2.0419687700730806,12,14,12,820
262,LVR,12.935746400000001,77.6092953,Apartments,"Adugodi, Bengaluru",2.1956352914053134,1.906859964231689,13,15,12,890
268,Madhavi Ladies pg,12.9365985,77.60906949999999,Apartments,"Adugodi, Bengaluru",2.288735850392469,2.0043948544455157,13,15,12,904
271,Sri Lakshmi Venkateshwara PG for Ladies,12.935713699999999,77.6092593,Apartments,"Adugodi, Bengaluru",2.191748639340741,1.9047204301681402,13,15,12,890
272,"Kaya Clinic - Skin %26 Hair Care (Koramangala, Bengaluru)",12.938205499999999,77.60980570000001,Apartments,"Adugodi, Bengaluru",2.4724450694258597,2.151472356372882,10,11,9,655
273,Directdeals.in,12.9350978,77.62459940000001,Apartments,"Adugodi, Bengaluru",2.7838441746587366,2.011559966932484,9,10,8,575
274,Vandana Agencies,12.9385445,77.6096964,Apartments,"Adugodi, Bengaluru",2.509086684704604,2.190961544700087,10,11,9,665
275,Quest Infocom,12.927682,77.611231,Apartments,"Adugodi, Bengaluru",1.3423424074829755,0.9959319235862046,6,7,6,424
278,Koramangala 1A Block,12.9272897,77.6314178,Apartments,"Adugodi, Bengaluru",2.835516607927099,1.9665919657039719,13,13,12,783
280,Nigoke Dentiur Cliniqe,12.939300099999999,77.6094413,Apartments,"Adugodi, Bengaluru",2.590982513548602,2.2793165620147096,10,11,9,671
281,Evergreen PG for girls,12.9369041,77.6084805,Apartments,"Adugodi, Bengaluru",2.3201680243971965,2.0579181107980586,12,14,12,816
282,WashBuddy,12.9292997,77.6095802,Apartments,"Adugodi, Bengaluru",1.4845804296948646,1.237434432778042,5,6,5,369
283,"The New India Assurance Company Ltd, Koramangala Micro Office",12.9392231,77.6094901,Apartments,"Adugodi, Bengaluru",2.5827770729994857,2.269649259044244,11,11,9,681
284,Welcare Fitness Equipment %7CTreadmill store,12.9385963,77.6097809,Apartments,"Adugodi, Bengaluru",2.5155413329302,2.1940894194647775,10,11,9,665
285,Shanthi Sparsh Charitable Trust,12.9353373,77.60994709999999,Apartments,"Adugodi, Bengaluru",2.156242292116456,1.8413426667663133,8,10,8,581
286,IFB Point - Koramangala,12.9377168,77.61025790000001,Apartments,"Adugodi, Bengaluru",2.4228899740835463,2.086289443980778,10,11,9,655
288,Thought Labs,12.9383836,77.6096217,Apartments,"Adugodi, Bengaluru",2.49064061398828,2.1759204962954617,11,12,9,706
289,M.H.S. Meter Works,12.940271800000001,77.6089671,Apartments,"Adugodi, Bengaluru",2.6962060946631743,2.397292925919043,11,12,9,695
290,Forum Mall Bus Stop,12.9351433,77.6120748,Apartments,"Adugodi, Bengaluru",2.1704827954798596,1.7638046629725703,12,13,10,755
293,"BHIVE Workspace, Koramangala",12.9352415,77.60929859999999,Offices,"Adugodi, Bengaluru",2.1396474192429977,1.853830477148251,12,15,11,890
300,Bren Optimus,12.9369034,77.60674990000001,Offices,"Adugodi, Bengaluru",2.3228979052393806,2.13047969083424,11,13,11,769
305,Hewlett Packard Enterprise (HPE) : Bangalore India,12.937123,77.6100245,Offices,"Adugodi, Bengaluru",2.3546632921751183,2.0291597845678164,10,11,8,642
307,Furnished Office Bangalore,12.934472999999999,77.613315,Offices,"Adugodi, Bengaluru",2.1304077064308418,1.669787434339182,12,13,11,794
308,Collabera Services Pvt Ltd,12.937308999999999,77.6052899,Offices,"Adugodi, Bengaluru",2.381765817183464,2.2419456246883516,11,12,10,736
311,UTC CCS Bangalore Office,12.9379308,77.60601209999999,Offices,"Adugodi, Bengaluru",2.442495720819699,2.2679901343601454,12,13,11,796
314,APAR Technologies Pvt Ltd,12.938990800000001,77.6094827,Offices,"Adugodi, Bengaluru",2.556949302175324,2.2449901094312605,11,11,9,680
315,"BHIVE Workspace, Koramangala",12.9352415,77.60929859999999,Offices,"Adugodi, Bengaluru",2.1396474192429977,1.853830477148251,12,15,11,890
318,Airtel Broadband,12.9351873,77.60869040000001,Offices,"Adugodi, Bengaluru",2.130087628013081,1.8716063279833883,8,9,7,544
322,Intelligent Automation %7C Intelligent Data Processing %7C Infrrd Inc,12.933174900000001,77.6110695,Offices,"Adugodi, Bengaluru",1.9347884777804563,1.575919192569946,8,9,7,537
324,Robert Bosch Engineering and Business Solutions Private Limited Head Office,12.936616599999999,77.61201659999999,Offices,"Adugodi, Bengaluru",2.3298098281924964,1.9261004657147807,12,12,10,732
325,Zscaler,12.936686199999999,77.6067401,Offices,"Adugodi, Bengaluru",2.298843354738318,2.109095322994814,11,13,11,766
326,Salarpuria Arena,12.9372847,77.60994620000001,Offices,"Adugodi, Bengaluru",2.371766303384154,2.048769449181886,10,11,9,660
327,Allegis Services India Private Limited,12.9370637,77.6100809,Offices,"Adugodi, Bengaluru",2.348697183958142,2.0211603891207073,10,11,8,642
328,ICON Clinical Research India Pvt. Ltd.,12.937968699999999,77.6055483,Offices,"Adugodi, Bengaluru",2.451489558771808,2.294022443872543,12,13,11,787
329,"Robert Bosch, Global Tech Park",12.9370254,77.60629229999999,Offices,"Adugodi, Bengaluru",2.339695312676655,2.1641765531347947,11,13,11,770
331,Zilingo Bangalore,12.9364869,77.61018790000001,Offices,"Adugodi, Bengaluru",2.2860926271191477,1.9562776671181887,10,11,9,663
332,WeWork Prestige Cube,12.936328999999999,77.610998,Offices,"Adugodi, Bengaluru",2.279753217479365,1.9171560337285825,10,11,9,655
333,Yatra.com,12.936791699999999,77.61024259999999,Offices,"Adugodi, Bengaluru",2.3204251920212995,1.9873349874054556,10,11,8,642
334,QANALYSTS SERVICES INDIA PVT LTD,12.9366105,77.6103826,Offices,"Adugodi, Bengaluru",2.3020932898541853,1.9639099525772663,10,11,9,660
335,TableSpace Technologies Private Limited,12.9369034,77.60674990000001,Offices,"Adugodi, Bengaluru",2.3228979052393806,2.13047969083424,11,13,11,769
336,"BHIVE Workspace, Koramangala",12.9352415,77.60929859999999,Offices,"Adugodi, Bengaluru",2.1396474192429977,1.853830477148251,12,15,11,890
340,Bosch GTP,12.936864,77.6063054,Offices,"Adugodi, Bengaluru",2.321692430331626,2.1474532991243946,11,13,11,768
343,Opfin Software Private Limited,12.9389536,77.60952440000001,Offices,"Adugodi, Bengaluru",2.553122521763124,2.2397857359535633,11,11,9,680
344,Novel Business Park,12.931004699999999,77.63259040000001,Offices,"Adugodi, Bengaluru",3.14749164486896,2.2834465994959494,12,12,11,730
345,Office Of The Deputy Commissioner Of Police,12.939223,77.61470190000001,Offices,"Adugodi, Bengaluru",2.679553641314443,2.1871623743339823,12,13,10,756
346,Awfis Koramangala HM Vibha Towers,12.9366643,77.6102994,Offices,"Adugodi, Bengaluru",2.307017290728872,1.9720456071979986,10,11,9,659
350,Brillio,12.9370177,77.6070031,Offices,"Adugodi, Bengaluru",2.3342388256937907,2.1305470568733114,12,13,11,805
352,Acp Madivala Office,12.9387554,77.6104402,Offices,"Adugodi, Bengaluru",2.539816117709959,2.193626761312505,11,11,9,683
357,Infurnia Technologies,12.9362454,77.6111042,Offices,"Adugodi, Bengaluru",2.2722675326859547,1.905466904880835,10,11,9,653
358,"BHIVE Workspace, Koramangala",12.9352415,77.60929859999999,Offices,"Adugodi, Bengaluru",2.1396474192429977,1.853830477148251,12,15,11,890
359,Ram onstructionsC,12.941272099999999,77.6188876,Offices,"Adugodi, Bengaluru",3.0458879422671816,2.4492618634765777,12,14,12,812
360,Techfarcan Pvt. Ltd,12.9330323,77.6112527,Offices,"Adugodi, Bengaluru",1.9227930991642663,1.5552517575869353,8,9,7,543
365,Siddhanth Motors,12.9392849,77.6094322,Offices,"Adugodi, Bengaluru",2.5892337488457047,2.2779543998600684,10,11,9,670
366,1st Gate Adugodi Police Quaters %26 DCP CAR South,12.938329199999998,77.6103767,Offices,"Adugodi, Bengaluru",2.491961384318206,2.1491634802359707,11,11,9,678
369,BXB Digital,12.933676199999999,77.6122401,Offices,"Adugodi, Bengaluru",2.0152246826896016,1.6002327912787115,9,9,7,547
370,Adugodi Police Station,12.939233900000001,77.6101668,Offices,"Adugodi, Bengaluru",2.589790394091689,2.252285396753998,12,12,10,747
371,Marlabs Innovations Private Limited,12.9380075,77.6060438,Offices,"Adugodi, Bengaluru",2.4507035100966212,2.274191360150686,12,13,11,797
372,Blackbuck Insights Pvt Ltd,12.936611,77.610383,Offices,"Adugodi, Bengaluru",2.302153511042672,1.9639523537473755,10,11,9,659
376,Edumpus,12.938530499999999,77.6112722,Offices,"Adugodi, Bengaluru",2.5262749779074154,2.1501029574958315,11,12,9,692
377,Bescom,12.928856,77.60981240000001,Offices,"Adugodi, Bengaluru",1.4389528235238471,1.1820811012638115,5,6,5,374
379,"BHIVE Workspace, Koramangala",12.9352415,77.60929859999999,Offices,"Adugodi, Bengaluru",2.1396474192429977,1.853830477148251,12,15,11,890
382,Vibranium Inside - Coworking %7C Private Office,12.9329671,77.61418370000001,Offices,"Adugodi, Bengaluru",1.999769937930131,1.494406555182001,11,12,11,724
390,"91springboard 7th Block, Koramangala",12.933269300000001,77.61203459999999,Offices,"Adugodi, Bengaluru",1.9660847840510185,1.5604549777580443,9,11,8,637
391,"City Armed Reserve, Adugodi",12.9376064,77.610855,Offices,"Adugodi, Bengaluru",2.418292722768597,2.058997527253376,11,11,9,689
392,SmartStream Technologies India Pvt.Ltd,12.937998599999998,77.6056179,Offices,"Adugodi, Bengaluru",2.4540121066703007,2.2936011020439824,12,13,11,784
393,Gtp office,12.9363091,77.60641020000001,Offices,"Adugodi, Bengaluru",2.2593145360863285,2.087190390981817,9,10,8,599
394,PBC,12.937227499999999,77.60554029999999,Offices,"Adugodi, Bengaluru",2.369643003880259,2.2211860933337473,11,13,11,768
396,Workflo By OYO,12.933006800000001,77.6111375,Offices,"Adugodi, Bengaluru",1.917709386056984,1.555918384359758,8,9,7,545
397,"The New India Assurance Company Ltd, Koramangala Micro Office",12.9392231,77.6094901,Offices,"Adugodi, Bengaluru",2.5827770729994857,2.269649259044244,11,11,9,681
400,"BHIVE Workspace, Koramangala",12.9352415,77.60929859999999,Offices,"Adugodi, Bengaluru",2.1396474192429977,1.853830477148251,12,15,11,890
402,MASTEC Quadgen,12.9378508,77.6060181,Offices,"Adugodi, Bengaluru",2.4335770808633588,2.259696891416767,12,13,11,796
404,Fiserv India Private Limited,12.937108300000002,77.6068582,Offices,"Adugodi, Bengaluru",2.3450333453719643,2.146218168460955,12,13,11,807
405,Warsi House Sharing offices,12.932116,77.61538399999999,Offices,"Adugodi, Bengaluru",1.9608622342450075,1.3968197602508368,12,12,10,747
408,Evergreen Seamless Pipes and Tubes Pvt. Ltd,12.9362807,77.6090989,Offices,"Adugodi, Bengaluru",2.2536257745396333,1.969967164249239,13,15,12,903
410,SJR Cyber,12.938916,77.609434,Offices,"Adugodi, Bengaluru",2.548308142461295,2.2384270444129477,10,11,9,677
411,3D ShapeShifters,12.937048599999999,77.6099322,Offices,"Adugodi, Bengaluru",2.3454849518901413,2.023942064121524,10,11,9,659
412,Accenture,12.9367839,77.60750759999999,Offices,"Adugodi, Bengaluru",2.3065184513103856,2.084708382413757,12,13,11,801
414,SRS TRAVELS OFFICE,12.9260573,77.6169907,Offices,"Adugodi, Bengaluru",1.484087858956554,0.7513119161957701,4,4,3,247
419,Shanthi Sparsh Charitable Trust,12.9353373,77.60994709999999,Offices,"Adugodi, Bengaluru",2.156242292116456,1.8413426667663133,8,10,8,581
420,Featherlite,12.9347498,77.6113872,Offices,"Adugodi, Bengaluru",2.1132366438901724,1.7365624484460607,9,10,8,625
422,"BHIVE Workspace, Koramangala",12.9352415,77.60929859999999,Offices,"Adugodi, Bengaluru",2.1396474192429977,1.853830477148251,12,15,11,890
424,SeCURE Hospital - Corporate Office,12.937928,77.60614720000001,Offices,"Adugodi, Bengaluru",2.4409791290889036,2.2613901039173463,12,13,11,800
427,office,12.9403463,77.62177309999998,Offices,"Adugodi, Bengaluru",3.09040925774334,2.4221843365342406,12,13,11,780
433,Prestige Blue Chip Software Park,12.937251,77.60543100000001,Offices,"Adugodi, Bengaluru",2.3735659913357745,2.2290411057967523,11,13,11,768
434,Innov8,12.9350402,77.6140267,Offices,"Adugodi, Bengaluru",2.212909400881594,1.7255468357702066,11,13,10,767
435,Chetan Electric Private Limited: Office,12.9337646,77.6123416,Offices,"Adugodi, Bengaluru",2.0273512047069473,1.607797170745996,9,9,7,548
