,index,Place_name,Latitude,Longitude,Category,Region,haversine_distance_from_centroid,haversine_distance_from_voosh_kitchen,09_30_voosh,19_00_voosh,distance_in_meters_from_voosh,13_30_voosh
182,9372,Sri venkateswara ladies pg,12.95008,77.7022329,PG,"Kadubeesanahalli, Bengaluru",0.44443872763088094,1.5714346993801684,,,727,12
183,9374,Sns Pg for Ladies,12.9502212,77.7002364,PG,"Kadubeesanahalli, Bengaluru",0.41315643500983346,1.7512616874370248,,,603,10
184,9375,white house pg,12.9504723,77.7015314,PG,"Kadubeesanahalli, Bengaluru",0.45772436959074997,1.6146284806276672,,,676,11
185,9376,Venkateshwara deluxe pg for gents,12.9421111,77.7015029,PG,"Kadubeesanahalli, Bengaluru",0.503606539098968,2.2243472810092273,,,773,13
186,9377,Lakshmi Srinivasa Ladies PG,12.9512918,77.6989613,PG,"Kadubeesanahalli, Bengaluru",0.5539779564400484,1.8258327350986565,,,865,14
187,9378,Jai Anjaneya pg,12.9535927,77.6962441,PG,"Kadubeesanahalli, Bengaluru",0.9069004878239956,2.0302960549461764,,,702,12
188,9379,Sri ganesh PG (Gents),12.9481157,77.703623,PG,"Kadubeesanahalli, Bengaluru",0.39316281326663566,1.5818234827542141,,,763,13
189,9380,Sri Sai Chandana Pg For Ladies,12.9535122,77.6977677,PG,"Kadubeesanahalli, Bengaluru",0.8290357409711221,1.8716404946324736,,,642,11
190,9382,Zolo Pepper - PG in Marathahalli Bangalore,12.9571713,77.7096945,PG,"Kadubeesanahalli, Bengaluru",1.556304144007207,0.5258649732243398,,,686,11
191,9384,Sai Ladies PG,12.9515566,77.6978757,PG,"Kadubeesanahalli, Bengaluru",0.6240047057075991,1.92463048791461,,,675,11
192,9385,SMS deluxe PG FOR GENTS,12.9504264,77.7013135,PG,"Kadubeesanahalli, Bengaluru",0.44694713950517984,1.6377383977397553,,,683,11
193,9387,GVS PG FOR GENTS,12.957451,77.7038386,PG,"Kadubeesanahalli, Bengaluru",1.2727885238161047,1.1586349807601164,,,793,13
194,9388,Anjanadri Gents PG,12.9509894,77.7041698,PG,"Kadubeesanahalli, Bengaluru",0.6449005114576777,1.3400927241962373,,,613,10
195,9389,SLVR Gents PG,12.9488153,77.7025968,PG,"Kadubeesanahalli, Bengaluru",0.3505796321995721,1.618608610496604,,,700,12
196,9390,PSR PG HOSTEL,12.9532653,77.6942165,PG,"Kadubeesanahalli, Bengaluru",1.006091125665647,2.2527050931955075,,,697,12
197,9391,PRLD PG for Gents,12.9557849,77.6960301,PG,"Kadubeesanahalli, Bengaluru",1.1345906359180749,2.0145267214785214,,,604,10
198,9392,Patels PG,12.9509897,77.6970683,PG,"Kadubeesanahalli, Bengaluru",0.6147772933444434,2.0287797503934923,,,776,13
199,9393,Manasa Devi PG for Gents Marathahalli,12.9505579,77.7011312,PG,"Kadubeesanahalli, Bengaluru",0.4573371030648155,1.6480736608717477,,,688,11
200,9394,Sri Mani Megha Luxury PG for Ladies,12.9521306,77.7018188,PG,"Kadubeesanahalli, Bengaluru",0.643985515483866,1.5043886708746,,,585,10
201,9395,SAI THANMAYEE PG FOR GENTS..,12.9518572,77.7035315,PG,"Kadubeesanahalli, Bengaluru",0.6852014547935017,1.3505677778307634,,,607,10
202,9396,Hanuman pg near RGS,12.9541323,77.6981791,PG,"Kadubeesanahalli, Bengaluru",0.8809569292308574,1.812619897224875,,,611,10
203,9398,Tarigonda Men'S PG,12.9533862,77.6986699,PG,"Kadubeesanahalli, Bengaluru",0.7871715271913587,1.7805234906197802,,,907,15
204,9399,Sree Sathya rama Luxury pg gents,12.9522326,77.6963103,PG,"Kadubeesanahalli, Bengaluru",0.7750384244902367,2.061646832443204,,,729,12
205,9401,Siri Ladies PG,12.9523744,77.7013488,PG,"Kadubeesanahalli, Bengaluru",0.6604413478022183,1.540788652143778,,,572,10
206,9403,PGstay.com,12.9559808,77.6970032,PG,"Kadubeesanahalli, Bengaluru",1.1154157018538369,1.9074771243602142,,,592,10
207,9406,Sri Sai Nilayam Pg,12.9527211,77.698092,PG,"Kadubeesanahalli, Bengaluru",0.7343573713407221,1.8611111432762615,,,647,11
208,9408,Phanindra pg,12.9530869,77.7020766,PG,"Kadubeesanahalli, Bengaluru",0.7539202785563658,1.4386357681725677,,,624,10
209,9409,Srinivasa PG for Gents,12.9554651,77.6991035,PG,"Kadubeesanahalli, Bengaluru",1.0056418684880748,1.6879845890948928,,,598,10
210,9410,Srl PG For Gents,12.9590171,77.7034406,PG,"Kadubeesanahalli, Bengaluru",1.4295882252899546,1.2124097964883271,,,734,12
211,9411,Sri Ganesha PG For Gents,12.9588651,77.7084389,PG,"Kadubeesanahalli, Bengaluru",1.6273681054558051,0.6755792486040408,,,674,11
212,9412,Zolo Clove Cinnamon PG,12.9575572,77.70949,PG,"Kadubeesanahalli, Bengaluru",1.5752720460931309,0.5461546714717254,,,669,11
213,9414,SLN PG For Gents,12.958298,77.703586,PG,"Kadubeesanahalli, Bengaluru",1.3558568238779045,1.1886896268218168,,,755,13
214,9415,Sri Haritha PG,12.9507063,77.7011079,PG,"Kadubeesanahalli, Bengaluru",0.47317081794087307,1.6425662183793244,,,688,11
215,9416,Sri Anjaneya Pg For Gents,12.9591744,77.7024196,PG,"Kadubeesanahalli, Bengaluru",1.4254143518632383,1.3243936506486274,,,694,12
216,9417,Colive Mountain View PG in Marathahalli Bengaluru,12.9588489,77.7099278,PG,"Kadubeesanahalli, Bengaluru",1.7177966297631229,0.5185889713013947,,,734,12
217,9418,Maneesh Paying Guest,12.9571854,77.7032901,PG,"Kadubeesanahalli, Bengaluru",1.2280549035385122,1.2187480952022502,,,770,13
218,9419,Sankar PG for Gents,12.9541113,77.693868,PG,"Kadubeesanahalli, Bengaluru",1.1019924098806417,2.271815164291301,,,666,11
219,9421,Colive Medford PG in Marathahalli Bengaluru,12.9514086,77.7152276,PG,"Kadubeesanahalli, Bengaluru",1.697577783786692,0.6892753254736727,,,438,7
220,9422,Varsha gents pg,12.9578292,77.7036867,PG,"Kadubeesanahalli, Bengaluru",1.3084603609539815,1.1753723971819725,,,793,13
221,9424,Colive Morgan Hill PG in Munnekollal Bengaluru,12.9575097,77.7105306,PG,"Kadubeesanahalli, Bengaluru",1.6442685600144056,0.43344150435174406,,,736,12
222,9425,SLB PG for Gents,12.9593054,77.70022,PG,"Kadubeesanahalli, Bengaluru",1.4230545677535482,1.5626388812601224,,,800,13
223,9426,K R New Gents PG,12.9595198,77.6996984,PG,"Kadubeesanahalli, Bengaluru",1.4487210846375025,1.6217576101520323,,,825,14
224,9427,Sri Lakshmi Venkatwara Pg for Gents,12.9548242,77.6940365,PG,"Kadubeesanahalli, Bengaluru",1.1529155986133877,2.24165275550313,,,648,11
225,9428,Sri Vengamamba pg for gents,12.9524042,77.7004268,PG,"Kadubeesanahalli, Bengaluru",0.6555651874156355,1.6326724244104218,,,549,9
226,9429,Zolo Ginger - PG in Marathahalli Bangalore,12.9574606,77.7100467,PG,"Kadubeesanahalli, Bengaluru",1.6055554668432497,0.4859791390206237,,,700,12
227,9431,Biswajit's PG,12.9586971,77.7027262,PG,"Kadubeesanahalli, Bengaluru",1.378708963700345,1.2852252107036528,,,715,12
228,9432,Home Stay PG for Gents,12.9597282,77.7032864,PG,"Kadubeesanahalli, Bengaluru",1.5030522005757692,1.241801397584896,,,758,13
229,9434,Sri Siddhi Vinayaka PG,12.9578456,77.7032481,PG,"Kadubeesanahalli, Bengaluru",1.2980662935890126,1.2229312321769303,,,781,13
230,9435,Sri Vishnu PG for gents,12.9591922,77.7022192,PG,"Kadubeesanahalli, Bengaluru",1.4241876369812025,1.3461786478174749,,,686,11
231,9436,Srivari Gents PG,12.9546172,77.707987,PG,"Kadubeesanahalli, Bengaluru",1.2208412570201022,0.781361105319862,,,432,7
232,9438,Raj Pg,12.9574167,77.7025336,PG,"Kadubeesanahalli, Bengaluru",1.2349354264221195,1.3000858635386958,,,733,12
233,9440,PG,12.9502139,77.6981023,PG,"Kadubeesanahalli, Bengaluru",0.48091581229537095,1.9591184359077056,,,723,12
234,9441,Colive Campbell PG in Munnekollal Bengaluru,12.9513605,77.7118356,PG,"Kadubeesanahalli, Bengaluru",1.3524479570911272,0.7496630109958362,,,476,8
235,9447,VBR GENTS PG,12.9594817,77.6998871,PG,"Kadubeesanahalli, Bengaluru",1.443571687551274,1.6009274407274707,,,818,14
236,9448,VARUN PG FOR GENTS,12.9597055,77.7035488,PG,"Kadubeesanahalli, Bengaluru",1.5067852341906003,1.2134189293064026,,,767,13
237,9451,PG,12.9524453,77.7012029,PG,"Kadubeesanahalli, Bengaluru",0.6659565675639866,1.5525457971730623,,,568,9
238,9452,Zolo Amber PG,12.9510146,77.7150464,PG,"Kadubeesanahalli, Bengaluru",1.665292174908811,0.7310730838384942,,,447,7
239,9453,Kushpoo Gents pg,12.9593241,77.7020559,PG,"Kadubeesanahalli, Bengaluru",1.4363837793768761,1.3657338543866668,,,673,11
240,9455,PG For Gents,12.9589914,77.6999564,PG,"Kadubeesanahalli, Bengaluru",1.3888182052618279,1.5871333495813402,,,717,12
241,9457,Sri Balaji Ladies PG,12.9583826,77.7145473,PG,"Kadubeesanahalli, Bengaluru",2.023975104943011,0.09037656768969138,,,42,1
242,9458,GRAND LIVE PG FOR GENTS,12.9622593,77.702443,PG,"Kadubeesanahalli, Bengaluru",1.765447613045243,1.4097544299176203,,,644,11
243,9459,Paying Guest Accommation,12.9566294,77.7046823,PG,"Kadubeesanahalli, Bengaluru",1.217657329862067,1.0722479428908287,,,430,7
244,9461,Colive Drava PG in Marathahalli Bengaluru,12.9690036,77.6948067,PG,"Kadubeesanahalli, Bengaluru",2.573492446925574,2.4867951380358866,,,741,12
245,9462,Akhil PG,12.9584093,77.7023285,PG,"Kadubeesanahalli, Bengaluru",1.3398385057230837,1.325486436905436,,,708,12
246,9463,"Grm Pg,srinivasa Residency",12.9501205,77.7004395,PG,"Kadubeesanahalli, Bengaluru",0.4016516212715679,1.7371376802141623,,,610,10
247,9466,Zolo Elements PG,12.965503,77.721947,PG,"Kadubeesanahalli, Bengaluru",3.1491465496284077,1.1933505507515119,,,352,6
248,9469,Colive Boston PG,12.9617895,77.705815,PG,"Kadubeesanahalli, Bengaluru",1.7979302724819455,1.0545107539807292,,,344,6
249,9472,Nellore Mess and pg,12.9500055,77.7002992,PG,"Kadubeesanahalli, Bengaluru",0.3889585044287213,1.7566039694700089,,,607,10
250,9473,LOTUS PARADISE COLIVE,12.9595422,77.7083023,PG,"Kadubeesanahalli, Bengaluru",1.6838313110134457,0.7095910498034721,,,702,12
251,9596,Isha Casablanca,12.9399758,77.704087,Apartment,"Kaverappa Layout, Bengaluru",0.829510912359663,2.2601236834045864,,,841,14
252,9607,Thaswi Homes,12.9408073,77.7017815,Apartment,"Kaverappa Layout, Bengaluru",0.6516181335241568,2.3200933271020245,,,805,13
253,9627,Grand Bay Apartments,12.9493202,77.7004617,Apartment,"Kaverappa Layout, Bengaluru",0.31272124470410956,1.779230567581404,,,695,12
254,9637,Apartment sabeesh,12.946427,77.7021212,Apartment,"Kaverappa Layout, Bengaluru",0.1876810529273985,1.8285065108115612,,,851,14
255,9639,%E0%A4%AF%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%BE %E0%A4%AA%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%9F%E0%A5%80,12.9462552,77.7020919,Apartment,"Kaverappa Layout, Bengaluru",0.18642889557950576,1.8438251737081175,,,859,14
256,9649,Sunkhara residency,12.9536392,77.695126,Apartment,"Kaverappa Layout, Bengaluru",0.9768475296614207,2.147652595757963,,,734,12
257,9652,Shri Renuka Apartments,12.9524551,77.7103278,Apartment,"Kaverappa Layout, Bengaluru",1.2635938822270547,0.7285881733059384,,,579,10
258,9657,Mia Rooms - Fully Furnished Houses,12.9492938,77.7042204,Apartment,"Kaverappa Layout, Bengaluru",0.5177738292842686,1.4474279576781408,,,725,12
259,9671,Avina residency,12.9522856,77.7088082,Apartment,"Kaverappa Layout, Bengaluru",1.115607429458164,0.854239222159659,,,539,9
260,9675,Sai Gowri Grand Vault Apartments,12.9638456,77.7136563,Apartment,"Kaverappa Layout, Bengaluru",2.404705744490725,0.704209147661845,,,180,3
261,9690,Abhigruha apartment,12.9677677,77.7052784,Apartment,"Kaverappa Layout, Bengaluru",2.4224936552953826,1.5135541135884534,,,584,10
262,9804,Sree venkateshwara pg accommodation,12.9420344,77.7014584,PG,"Kaverappa Layout, Bengaluru",0.5107783974098503,2.2339994711456197,,,776,13
263,9805,Venkateswara Deluxe PG for Gents,12.9415712,77.7014598,PG,"Kaverappa Layout, Bengaluru",0.5610991846242679,2.2739679606655447,,,795,13
264,9829,Om Sai Balaji PG For Gents,12.9482855,77.7043559,PG,"Kaverappa Layout, Bengaluru",0.47288295149134707,1.5104264138868049,,,833,14
265,9835,Naveen PG,12.9470571,77.7034992,PG,"Kaverappa Layout, Bengaluru",0.3422690727534586,1.6719489735145272,,,802,13
266,9836,Friends Nest Men's P.G,12.9461004,77.7024694,PG,"Kaverappa Layout, Bengaluru",0.22972560268062428,1.8261153852379304,,,854,14
267,9840,Lighthouse PG (For Gents),12.9510196,77.7029956,PG,"Kaverappa Layout, Bengaluru",0.5755359596570095,1.4466656445988044,,,661,11
268,9841,Teertha PG For Gents,12.9496918,77.7044937,PG,"Kaverappa Layout, Bengaluru",0.5682563726332636,1.3965142651655496,,,705,12
269,9842,SLT LUXURY PG FOR GENTS,12.9503953,77.7018491,PG,"Kaverappa Layout, Bengaluru",0.46014119377617496,1.588965030684288,,,725,12
270,9844,Sri Gayathri Devi PG For Gents,12.9505161,77.7013279,PG,"Kaverappa Layout, Bengaluru",0.45701828390988314,1.6315553200454151,,,683,11
271,9845,Sri Residential Paying Guest Hostel For Gents,12.9499676,77.6978187,PG,"Kaverappa Layout, Bengaluru",0.475031106861969,1.9985158356862538,,,843,14
272,9847,J.p.comforts Pg,12.9502816,77.7011463,PG,"Kaverappa Layout, Bengaluru",0.4274338560642755,1.6614013414264082,,,703,12
273,9848,SNS PG %2FSNS paying guest for gents,12.9495245,77.7042449,PG,"Kaverappa Layout, Bengaluru",0.5355809689180264,1.4291831341925842,,,703,12
274,9849,Five star odia pg for gents,12.947878,77.7038876,PG,"Kaverappa Layout, Bengaluru",0.4083327899859629,1.5784419218767838,,,772,13
275,9850,Rajamatha PG For Gents,12.9502447,77.7022306,PG,"Kaverappa Layout, Bengaluru",0.4607679480397042,1.5620179814405926,,,709,12
276,9853,Vijaya pg for gents,12.9494106,77.7025676,PG,"Kaverappa Layout, Bengaluru",0.39967609590792863,1.582272868367527,,,679,11
277,9854,Stanza Living Scottsdale House Boys PG,12.9494694,77.697967,PG,"Kaverappa Layout, Bengaluru",0.4211976868535831,2.0081967569237174,,,738,12
278,9855,Sri Rajamatha Pg,12.9463348,77.7035894,PG,"Kaverappa Layout, Bengaluru",0.347106729528827,1.7223158228332982,,,829,14
279,9856,Suyash PG,12.9520119,77.6974223,PG,"Kaverappa Layout, Bengaluru",0.6913628309980963,1.9541781640808369,,,692,12
280,9857,PG Gents,12.9502826,77.7032589,PG,"Kaverappa Layout, Bengaluru",0.5221734571776755,1.465752427498396,,,654,11
281,9858,sri lakshmi venkata sai pg,12.9506345,77.7033997,PG,"Kaverappa Layout, Bengaluru",0.5628078531047441,1.4316093118621747,,,642,11
282,9860,Akshaya PG For Ladies,12.949562,77.7018484,PG,"Kaverappa Layout, Bengaluru",0.37443581471466564,1.6375149483479297,,,659,11
283,9861,James Bond PG%5BGents%5D,12.9485941,77.7043286,PG,"Kaverappa Layout, Bengaluru",0.4856147805962109,1.4893768834429102,,,755,13
284,9863,PGstay.com,12.9559808,77.6970032,PG,"Kaverappa Layout, Bengaluru",1.1154157018538369,1.9074771243602142,,,592,10
285,9865,Sai krishna Pg for gents,12.9500359,77.7015942,PG,"Kaverappa Layout, Bengaluru",0.41330414568634743,1.6330502835780538,,,661,11
286,9866,Sai Ladies PG,12.9515566,77.6978757,PG,"Kaverappa Layout, Bengaluru",0.6240047057075991,1.92463048791461,,,675,11
287,9867,Sns Pg for Ladies,12.9502212,77.7002364,PG,"Kaverappa Layout, Bengaluru",0.41315643500983346,1.7512616874370248,,,603,10
288,9868,PSR PG HOSTEL,12.9532653,77.6942165,PG,"Kaverappa Layout, Bengaluru",1.006091125665647,2.2527050931955075,,,697,12
289,9871,Parvati Pg,12.9489554,77.7042999,PG,"Kaverappa Layout, Bengaluru",0.5034116889938106,1.4651098029564233,,,731,12
290,9873,GVS PG FOR GENTS,12.957451,77.7038386,PG,"Kaverappa Layout, Bengaluru",1.2727885238161047,1.1586349807601164,,,793,13
291,9876,SAI TEJA GENTS PG,12.957698,77.7019245,PG,"Kaverappa Layout, Bengaluru",1.2552421014911581,1.3660518050957557,,,712,12
292,9877,SLB PG for Gents,12.9593054,77.70022,PG,"Kaverappa Layout, Bengaluru",1.4230545677535482,1.5626388812601224,,,800,13
293,9878,Sri Malyadri Lakshmi Narasimha Swamy PG,12.9504835,77.7015681,PG,"Kaverappa Layout, Bengaluru",0.46001025382715377,1.6105504158449042,,,678,11
294,9880,Sri Lakshmi Narasimha PG For Ladies,12.949864,77.7012694,PG,"Kaverappa Layout, Bengaluru",0.3850386005066883,1.6730699697662068,,,638,11
295,9881,Zolo Mustard - PG in Marathahalli for Gents in Bangalore,12.9589426,77.7084164,PG,"Kaverappa Layout, Bengaluru",1.6333508616902503,0.6798441466970156,,,677,11
296,9883,Zolo Asmi Co-Living %7C Redefining PG,12.954909,77.7106108,PG,"Kaverappa Layout, Bengaluru",1.4487707143748378,0.5176117979414988,,,407,7
297,9884,Vinayaka Gents PG,12.9514553,77.7045527,PG,"Kaverappa Layout, Bengaluru",0.7112700536383488,1.2772114429549828,,,653,11
298,9886,Anjanadri Gents PG,12.9509894,77.7041698,PG,"Kaverappa Layout, Bengaluru",0.6449005114576777,1.3400927241962373,,,613,10
299,9887,24%C3%977 Freedom Pg For Gents,12.9478653,77.7040257,PG,"Kaverappa Layout, Bengaluru",0.42174877332071437,1.5685122232951296,,,772,13
300,9888,Zolo Pepper - PG in Marathahalli Bangalore,12.9571713,77.7096945,PG,"Kaverappa Layout, Bengaluru",1.556304144007207,0.5258649732243398,,,686,11
301,9890,SAI THANMAYEE PG FOR GENTS..,12.9518572,77.7035315,PG,"Kaverappa Layout, Bengaluru",0.6852014547935017,1.3505677778307634,,,607,10
302,9891,Shri Shriyan Comforts PG for GENTS,12.9584082,77.7030492,PG,"Kaverappa Layout, Bengaluru",1.3541537478542414,1.247585683307115,,,736,12
303,9892,sai veer bhadra pg for ladies,12.9502267,77.7008261,PG,"Kaverappa Layout, Bengaluru",0.4161024027641035,1.6947092582131706,,,635,11
304,9893,Srl PG For Gents,12.9590171,77.7034406,PG,"Kaverappa Layout, Bengaluru",1.4295882252899546,1.2124097964883271,,,734,12
305,9895,Sri Balaji Pg,12.9584096,77.7036529,PG,"Kaverappa Layout, Bengaluru",1.3697112992469418,1.182371849252343,,,757,13
306,9896,Sri Vengamamba pg for gents,12.9524042,77.7004268,PG,"Kaverappa Layout, Bengaluru",0.6555651874156355,1.6326724244104218,,,549,9
307,9897,SMS deluxe PG FOR GENTS,12.9504264,77.7013135,PG,"Kaverappa Layout, Bengaluru",0.44694713950517984,1.6377383977397553,,,683,11
308,9898,Samrat PG Fit Gents,12.9504253,77.7020202,PG,"Kaverappa Layout, Bengaluru",0.4699216393238231,1.571268348211077,,,721,12
309,9899,Tamarind PG Hostel,12.9502827,77.7042962,PG,"Kaverappa Layout, Bengaluru",0.5959639128162586,1.3734846649539587,,,654,11
310,9900,Biswajit's PG,12.9586971,77.7027262,PG,"Kaverappa Layout, Bengaluru",1.378708963700345,1.2852252107036528,,,715,12
311,9901,Varsha gents pg,12.9578292,77.7036867,PG,"Kaverappa Layout, Bengaluru",1.3084603609539815,1.1753723971819725,,,793,13
312,9902,Siri Ladies PG,12.9523744,77.7013488,PG,"Kaverappa Layout, Bengaluru",0.6604413478022183,1.540788652143778,,,572,10
313,9903,Srivari Gents PG,12.9546172,77.707987,PG,"Kaverappa Layout, Bengaluru",1.2208412570201022,0.781361105319862,,,432,7
314,9904,SLVR Gents PG,12.9488153,77.7025968,PG,"Kaverappa Layout, Bengaluru",0.3505796321995721,1.618608610496604,,,700,12
315,9905,Zolo Utopia - PG in Kundalahalli,12.9516806,77.7158713,PG,"Kaverappa Layout, Bengaluru",1.7733608740766198,0.6708087099562016,,,412,7
316,9906,Sathvika's PG,12.9601141,77.7021335,PG,"Kaverappa Layout, Bengaluru",1.5245908346883592,1.3727871679256294,,,701,12
317,9907,Sri Lakshmi Venkatwara Pg for Gents,12.9548242,77.6940365,PG,"Kaverappa Layout, Bengaluru",1.1529155986133877,2.24165275550313,,,648,11
318,9914,Anitha Gents PG,12.9578398,77.7098863,PG,"Kaverappa Layout, Bengaluru",1.6267177081849586,0.5041015101512936,,,685,11
319,9916,Paying Guest Accommation,12.9566294,77.7046823,PG,"Kaverappa Layout, Bengaluru",1.217657329862067,1.0722479428908287,,,430,7
320,9918,Sri Siddhi Vinayaka PG,12.9578456,77.7032481,PG,"Kaverappa Layout, Bengaluru",1.2980662935890126,1.2229312321769303,,,781,13
321,9920,"HIGH TECH LUXURY PG ,, SREE GANGA BHAVANI LADIES PG",12.9537298,77.7150254,PG,"Kaverappa Layout, Bengaluru",1.77753889901611,0.43037267266740836,,,495,8
322,9921,Kushpoo Gents pg,12.9593241,77.7020559,PG,"Kaverappa Layout, Bengaluru",1.4363837793768761,1.3657338543866668,,,673,11
323,9923,Ganga pg,12.9584153,77.7005669,PG,"Kaverappa Layout, Bengaluru",1.324095343977042,1.516006551451787,,,664,11
324,9924,PG For Gents,12.9589914,77.6999564,PG,"Kaverappa Layout, Bengaluru",1.3888182052618279,1.5871333495813402,,,717,12
325,9926,Colive Campbell PG in Munnekollal Bengaluru,12.9513605,77.7118356,PG,"Kaverappa Layout, Bengaluru",1.3524479570911272,0.7496630109958362,,,476,8
326,9927,Raj Pg,12.9574167,77.7025336,PG,"Kaverappa Layout, Bengaluru",1.2349354264221195,1.3000858635386958,,,733,12
327,9929,Vaishnavi PG,12.9560918,77.7125719,PG,"Kaverappa Layout, Bengaluru",1.696407000327809,0.2684037243751775,,,359,6
328,9933,Dream house pg for ladies,12.9500957,77.7019862,PG,"Kaverappa Layout, Bengaluru",0.434694890775471,1.5932564995854082,,,728,12
329,9935,Venkata Sai Gents Pg,12.961647,77.7021142,PG,"Kaverappa Layout, Bengaluru",1.6936295222056714,1.4197353427310309,,,728,12
330,9938,Zolo Elements PG,12.965503,77.721947,PG,"Kaverappa Layout, Bengaluru",3.1491465496284077,1.1933505507515119,,,352,6
331,9943,Colive Cupertino PG in Spice Garden Layout Bengaluru,12.9589186,77.7096366,PG,"Kaverappa Layout, Bengaluru",1.705264960314443,0.5510612930328765,,,714,12
332,9945,PG,12.9524453,77.7012029,PG,"Kaverappa Layout, Bengaluru",0.6659565675639866,1.5525457971730623,,,568,9
333,9949,"Grm Pg,srinivasa Residency",12.9501205,77.7004395,PG,"Kaverappa Layout, Bengaluru",0.4016516212715679,1.7371376802141623,,,610,10
334,9950,Sri Lakshmi Narayana Swamy PG for Gents,12.948689,77.7021343,PG,"Kaverappa Layout, Bengaluru",0.30733330055868846,1.6672041299071065,,,708,12
335,9954,PG,12.9502139,77.6981023,PG,"Kaverappa Layout, Bengaluru",0.48091581229537095,1.9591184359077056,,,723,12
336,9957,SSV Gents PG,12.9591867,77.7047267,PG,"Kaverappa Layout, Bengaluru",1.4859564743177573,1.077421142707273,,,669,11
337,10754,Zolo Amber PG,12.9510146,77.7150464,PG,"Koramangala, Karnataka",1.665292174908811,0.7310730838384942,,,447,7
338,11038,Sai Krupa Apartments,12.968987,77.7032398,Apartment,"Lakkasandra, Bengaluru",2.5184667716814446,1.763071474266641,,,582,10
339,11065,Sobha Dream Acres - Flats for Sale in Bangalore,12.9382954,77.7262934,Apartment,"Lakkasandra, Bengaluru",2.9518444478464856,2.4936980867608844,,,806,13
340,11076,Saroj Group,12.9522835,77.7119978,Apartment,"Lakkasandra, Bengaluru",1.412193687552859,0.6487245116076025,,,448,7
341,11513,Sri Venkateswara PG for MEN,12.969941,77.7106587,PG,"Lakkasandra, Bengaluru",2.833166240150162,1.438137047950773,,,405,7
342,11549,Zolo Elements PG,12.965503,77.721947,PG,"Lakkasandra, Bengaluru",3.1491465496284077,1.1933505507515119,,,352,6
343,11560,Royal Enclave Apartment,12.9510903,77.69739,Apartment,"Marathahalli, Bengaluru",0.6044260264481528,1.9922313160112783,,,699,12
344,11562,Vanshee Richfield Apts,12.9600728,77.7003039,Apartment,"Marathahalli, Bengaluru",1.5082942944142088,1.5665033672948854,,,826,14
345,11563,Arjun Mahatej Apartment,12.9502107,77.6981104,Apartment,"Marathahalli, Bengaluru",0.4801585502556852,1.9584695371668481,,,723,12
346,11564,Brindavanam,12.9537549,77.6950325,Apartment,"Marathahalli, Bengaluru",0.993208500857502,2.1550036837085744,,,737,12
347,11565,Subiksha Courette,12.9520817,77.6978671,Apartment,"Marathahalli, Bengaluru",0.6773828228870374,1.9060129418700902,,,663,11
348,11566,Aishwarya Opulence Apartments,12.9536844,77.6998776,Apartment,"Marathahalli, Bengaluru",0.7998458104410127,1.6455346204518906,,,885,15
349,11567,KNR apartments,12.9535988,77.6924478,Apartment,"Marathahalli, Bengaluru",1.1672886077908058,2.4333290349092307,,,706,12
350,11568,Grand Bay Apartments,12.9493202,77.7004617,Apartment,"Marathahalli, Bengaluru",0.31272124470410956,1.779230567581404,,,695,12
351,11569,Venkatadri Apartments,12.9530647,77.6971181,Apartment,"Marathahalli, Bengaluru",0.8107153539811657,1.9522067396226015,,,675,11
352,11571,Saritha Elan,12.9492907,77.6999715,Apartment,"Marathahalli, Bengaluru",0.3126760396532268,1.826603266020877,,,724,12
353,11572,Nithya Apartment,12.9520902,77.7049983,Apartment,"Marathahalli, Bengaluru",0.7965145567587736,1.1992347539496733,,,696,12
354,11573,Janani Residency,12.9523274,77.6926414,Apartment,"Marathahalli, Bengaluru",1.06016939475222,2.4425388537729673,,,738,12
355,11574,Panchratan Apartments,12.9547319,77.6923359,Apartment,"Marathahalli, Bengaluru",1.2641693199345108,2.4256639422637685,,,689,11
356,11575,Aishwarya Serenity Apartments,12.9563145,77.7053664,Apartment,"Marathahalli, Bengaluru",1.2163650573273512,1.0027691361903084,,,445,7
357,11576,"E4, Rekha park Appartments",12.955397,77.6985275,Apartment,"Marathahalli, Bengaluru",1.008765891126877,1.750849967625442,,,586,10
358,11577,Dove Nests Apartment,12.9551694,77.7032257,Apartment,"Marathahalli, Bengaluru",1.0108255378070579,1.2537276460212352,,,525,9
359,11578,Maheshwari's Apartment,12.9501313,77.695048,Apartment,"Marathahalli, Bengaluru",0.7053776329123453,2.267425826858658,,,841,14
360,11579,Ananda Nilayam Apartment,12.9456304,77.7045013,Apartment,"Marathahalli, Bengaluru",0.45597079698072274,1.715710415611976,,,853,14
361,11580,RR Nest,12.948881,77.7008132,Apartment,"Marathahalli, Bengaluru",0.267723324823665,1.7728400561275466,,,692,12
362,11581,Saroj Regency,12.9553026,77.7030525,Apartment,"Marathahalli, Bengaluru",1.0194789414777459,1.2690465389231407,,,519,9
363,11582,M S Residency,12.9479414,77.7039955,Apartment,"Marathahalli, Bengaluru",0.4218167479250986,1.5650879325312261,,,770,13
364,11583,Purva Fountain Square,12.9574177,77.7055156,Apartment,"Marathahalli, Bengaluru",1.3340897202098159,0.976980384548552,,,598,10
365,11584,Mathrushree Residency,12.9539343,77.6947948,Apartment,"Marathahalli, Bengaluru",1.0244942034288123,2.1764695866884827,,,740,12
