index,Place_name,Latitude,Longitude,Category,Region,haversine_distance_from_centroid,haversine_distance_from_voosh_kitchen,19_00_centroid,distance_in_meters_from_centroid
5456,Thomas Cook,12.9286978,77.5826851,Office,"Jayanagar, Bengaluru",2.7948072230214738,3.5531097449004445,17,991
5457,SilverPeak Global Pvt. Ltd.,12.9297967,77.5836335,Office,"Jayanagar, Bengaluru",2.909458332883491,3.6788403391606717,18,1069
5458,Indian Railways Reservation Counter,12.9293463,77.5843126,Office,"Jayanagar, Bengaluru",2.8565574322735383,3.633191409609271,16,970
5460,D Mart,12.9287417,77.5912211,Office,"Jayanagar, Bengaluru",2.8685275220064876,3.6954178373438915,17,1010
5461,Cell Star Solutions Pvt Ltd,12.9306279,77.5826587,Office,"Jayanagar, Bengaluru",3.00885582638069,3.7676241308723606,18,1080
5462,Raikars,12.9286921,77.582756,Office,"Jayanagar, Bengaluru",2.793494460032691,3.552649105490309,17,990
5463,Sri Gajanana Enterprises,12.929971,77.584193,Office,"Jayanagar, Bengaluru",2.9263594757034515,3.701628514982531,17,996
5464,Vi - Vodafone Idea Store,12.931099,77.583032,Office,"Jayanagar, Bengaluru",3.057957449682571,3.82098871600833,19,1128
5465,JJJ I-Tech Pvt Ltd,12.9293977,77.5856754,Office,"Jayanagar, Bengaluru",2.862199235217652,3.652117537756961,19,1162
5466,Airtel Store,12.9269533,77.5861989,Office,"Jayanagar, Bengaluru",2.592697778720791,3.3892639190054883,15,897
5467,BharatMatrimony - JayaNagar,12.9303772,77.5837077,Office,"Jayanagar, Bengaluru",2.973532741787585,3.743707033394338,17,1010
5468,Sudhaa %26 Company,12.932583,77.5835,Office,"Jayanagar, Bengaluru",3.2196159536037605,3.9877019306626296,19,1120
5469,Karnataka State Women Development Corporation,12.9259401,77.5830419,Office,"Jayanagar, Bengaluru",2.4859522614051976,3.2476813527276027,15,879
5470,Fullerton India Credit Co. Ltd.,12.9310072,77.5794733,Office,"Jayanagar, Bengaluru",3.098837784460129,3.818783414789694,18,1074
5471,C. Diwakar and B G Sriram Advocate and Notary,12.9297783,77.5868255,Office,"Jayanagar, Bengaluru",2.9102854861686884,3.7097618830891177,18,1062
5472,PCS Securities Ltd Regional Office,12.9308131,77.5867147,Office,"Jayanagar, Bengaluru",3.0243372178822243,3.8220734648301145,19,1134
5473,Leggings Boutique,12.9297472,77.5834704,Office,"Jayanagar, Bengaluru",2.9049210684934734,3.6725240362185647,18,1071
5474,"BuildTrack - Automation For Home, Offices, Hotels, Hospitals, Warehouse in Bangalore",12.9301891,77.5828099,Office,"Jayanagar, Bengaluru",2.9588773976496885,3.7192001269952395,17,1025
5475,Aabushan,12.9319538,77.5833423,Office,"Jayanagar, Bengaluru",3.150676492294248,3.9171182910248077,18,1095
5480,UNIMONI Financial Services Ltd - JAYANAGAR (UAE Exchange),12.9313279,77.5833667,Office,"Jayanagar, Bengaluru",3.0810425591231794,3.84767367049611,18,1097
5482,Bysani Group,12.930833,77.583033,Office,"Jayanagar, Bengaluru",3.0284451541151136,3.791427290788494,19,1128
5483,ZenPoint IP Services,12.9290476,77.5836374,Office,"Jayanagar, Bengaluru",2.8262521629292214,3.5956660541021326,17,1023
5484,Elaan,12.9316862,77.5833923,Office,"Jayanagar, Bengaluru",3.120661428647009,3.887592941501827,18,1084
5485,Solar Rooftop,12.9285187,77.5853157,Office,"Jayanagar, Bengaluru",2.763744108372707,3.5508040378555155,17,1024
5486,Sri Sri Tattva Head Office,12.9201749,77.5859893,Office,"Jayanagar, Bengaluru",1.8388376678615084,2.6405455388542594,14,867
5488,Darshans Builders %26 Developers,12.928664,77.582625,Office,"Jayanagar, Bengaluru",2.7916589045789695,3.5492184384375847,17,996
5489,Chandana Enterprises,12.9296312,77.5866344,Office,"Jayanagar, Bengaluru",2.8926295689682973,3.6906839265651072,17,1045
5490,Edgetech Air Systems Pvt. Ltd,12.9281467,77.5859454,Office,"Jayanagar, Bengaluru",2.72407682241964,3.517336982475912,17,1013
5491,Muthoot Finance Ltd,12.928407,77.5860476,Office,"Jayanagar, Bengaluru",2.7534324639127084,3.5474248806732778,16,971
5492,Jayanagar 5th Block,12.917152,77.583371,Office,"Jayanagar, Bengaluru",1.510064442006815,2.273443992791995,13,770
5493,PhonoRange -Jayanagar (Opposite to BDA Complex),12.9290375,77.5837334,Office,"Jayanagar, Bengaluru",2.8246031440608528,3.595078586469361,16,960
5494,Ali %26 Prashanth,12.9320665,77.5837412,Office,"Jayanagar, Bengaluru",3.161016751459805,3.9314999694573554,18,1077
5496,Samsung Service Center - Samsung Washing Machine Ac Refrigerator Microwave Led Lcd Repair %26 Service Centre In Bangalore,12.9309857,77.5821048,Office,"Jayanagar, Bengaluru",3.054098189841714,3.80671993245757,18,1100
5497,Karnataka Marwari Youth Federation,12.9293739,77.5870245,Office,"Jayanagar, Bengaluru",2.866987481989772,3.668403444954011,18,1086
5498,The Indian National Trust for Art and Cultural Heritage,12.9308965,77.5839442,Office,"Jayanagar, Bengaluru",3.0301303774786033,3.80272664385294,17,1031
5499,Bajaj Finance FD - Fixed Deposit,12.9287786,77.5836115,Office,"Jayanagar, Bengaluru",2.7965327962384916,3.5656520333760353,17,1037
5500,"Bank of India, Jayanagar",12.9282066,77.5854032,Office,"Jayanagar, Bengaluru",2.729175512701573,3.517268920311131,16,988
5502,Specico Studio,12.9295211,77.585648,Office,"Jayanagar, Bengaluru",2.8758430382260887,3.665433598550273,19,1163
5503,NEW SANTRO MOTOR DRIVING SCHOOL-Jayanagar,12.9318558,77.5833983,Office,"Jayanagar, Bengaluru",3.1394544419523713,3.906462613210917,18,1091
5505,SIP Abacus Jayanagar,12.9294112,77.5865007,Office,"Jayanagar, Bengaluru",2.8673578507733315,3.664487334342324,17,1037
5506,Colours Wear Your Attitude,12.9302389,77.5834247,Office,"Jayanagar, Bengaluru",2.9597902535051475,3.72693566703229,18,1053
5508,Domino's Pizza,12.9221131,77.5857721,Office,"Jayanagar, Bengaluru",2.052946403230748,2.8498610829928923,13,769
5510,"Netfx Forex Pvt. Ltd.,",12.9308181,77.5845266,Office,"Jayanagar, Bengaluru",3.0196718558882107,3.798082850403201,18,1055
5513,SBI INTOUCH,12.9295558,77.5821605,Office,"Jayanagar, Bengaluru",2.8953426999741994,3.6477500259288695,17,1002
5514,TK Elevator Bengaluru,12.9263622,77.586966,Office,"Jayanagar, Bengaluru",2.5326662905548876,3.3365948926984017,15,902
5515,MakeFinalYearProject,12.9309095,77.5827652,Office,"Jayanagar, Bengaluru",3.0391128047359155,3.7991709979870567,19,1126
5516,Union Bank of India,12.9285587,77.5824518,Office,"Jayanagar, Bengaluru",2.781806333696344,3.5371921233054975,17,1003
5517,N Chandrashekar %26 Sons,12.9309913,77.5771595,Office,"Jayanagar, Bengaluru",3.1552694831980372,3.8430363265013714,19,1117
5520,Women's World,12.931867,77.5833981,Office,"Jayanagar, Bengaluru",3.1406991090985663,3.9077061859884457,18,1091
5521,BIGTREE Interiors,12.9293715,77.5817961,Office,"Jayanagar, Bengaluru",2.879472456568085,3.627262017367873,17,999
5523,ICICI Bank Atm,12.9191619,77.5838334,Office,"Jayanagar, Bengaluru",1.727798199246301,2.5000103183024156,13,777
5525,Berund Speciality Clinic - Your Friend In Healthcare,12.924726,77.584818,Office,"Jayanagar, Bengaluru",2.3419011641335525,3.1257934322627716,14,854
5527,Next Step (Laptop Sales %26 Service),12.9222779,77.5860373,Office,"Jayanagar, Bengaluru",2.07260655215597,2.872253236518002,14,853
5528,Healing Hands Advanced Physiotherapy Clinic - Jayanagar Branch,12.9292535,77.5822467,Office,"Jayanagar, Bengaluru",2.860930076056157,3.6141981732903585,17,991
5529,Jain (Deemed-to-be University),12.9181269,77.5918946,Office,"Jayanagar, Bengaluru",1.772862884600786,2.6083806700810372,15,871
5531,Rajiv Gandhi University of Health Sciences,12.9267588,77.5923523,Office,"Jayanagar, Bengaluru",2.688429839540029,3.5208894575165486,17,1035
5532,Manipal Hospitals Jayanagar,12.9170883,77.5918047,Office,"Jayanagar, Bengaluru",1.664486993115772,2.499431191667239,14,847
5534,Physio Mantra - Best physiotherapy center in Bengaluru,12.9323383,77.5850495,Office,"Jayanagar, Bengaluru",3.188265422229726,3.9710364561668716,19,1131
5535,Iyengar's Inn,12.9278015,77.5779658,Office,"Jayanagar, Bengaluru",2.7901772474727955,3.4799675461819652,16,968
5537,BSNL Telephone Exchange - Karisandra,12.917775,77.5684582,Office,"Jayanagar, Bengaluru",2.3829494636585253,2.759288325948643,17,1032
5552,Tejasvi Gents PG Jayanagar,12.9172561,77.5958863,PG,"Jayanagar, Bengaluru",1.9168045559273168,2.733041202492419,14,837
5554,Sri Raksha Paying Guest House,12.9311448,77.5906152,PG,"Jayanagar, Bengaluru",3.1154235685103506,3.9371760680746815,18,1093
5555,Venkata Sai Ram Pg (Pure Veg Food),12.919907,77.59671,PG,"Jayanagar, Bengaluru",2.206903673834887,3.029451905753487,15,929
5556,Saptagiri Gents PG.,12.9298832,77.5854589,PG,"Jayanagar, Bengaluru",2.9156787607892807,3.7033213717267013,19,1164
5557,Preethi Girls PG,12.9303174,77.5868914,PG,"Jayanagar, Bengaluru",2.9705784165175575,3.7701148468706838,19,1154
5558,Sai Manasa PG For Ladies,12.9172671,77.5937125,PG,"Jayanagar, Bengaluru",1.7826141345572544,2.611607452575198,14,824
5559,Sneha PG Accommodation,12.926939,77.5901,PG,"Jayanagar, Bengaluru",2.646104991424106,3.470107746633424,17,1019
5560,Keerthi PG For Ladies,12.932601,77.5823751,PG,"Jayanagar, Bengaluru",3.230090852185866,3.986537360839659,19,1152
5561,Raksha PG For Ladies,12.9260348,77.5959885,PG,"Jayanagar, Bengaluru",2.7574449816188555,3.5926462488346735,17,1035
5562,Shree Bhargavi Ladies PG,12.919442,77.5949363,PG,"Jayanagar, Bengaluru",2.0580601483575203,2.8874242399024257,15,901
5563,Preethi Villa Girls PG,12.9306828,77.5813978,PG,"Jayanagar, Bengaluru",3.029535696458503,3.7735480183861325,18,1109
5564,KVR - PG For Gents,12.9297615,77.5870866,PG,"Jayanagar, Bengaluru",2.9104765082495034,3.712024342303158,18,1076
5565,Mantralaya PG,12.9232757,77.5870143,PG,"Jayanagar, Bengaluru",2.1913737106995,2.99938081105914,15,874
5567,SAI SWETHA LADIES PG,12.9169341,77.5960717,PG,"Jayanagar, Bengaluru",1.9013154351223256,2.7144971835172638,14,829
5568,CK Pg,12.9284777,77.5827241,PG,"Jayanagar, Bengaluru",2.770052753239478,3.5287351191447343,17,997
5569,Sai Nandha Gents P.G Accommodation,12.919248,77.5935088,PG,"Jayanagar, Bengaluru",1.9624773923803729,2.796124985173367,15,909
5571,Shreeniketana Luxurious Ladies P.G,12.9257353,77.5821417,PG,"Jayanagar, Bengaluru",2.473609526870724,3.222924394393789,15,905
5572,Sri Balaji PG Accomodation,12.928572,77.597053,PG,"Jayanagar, Bengaluru",3.061781863934395,3.8971222694456995,18,1099
5573,Rekha PG For Boys,12.92794,77.577456,PG,"Jayanagar, Bengaluru",2.8205268146080056,3.5025587047012396,17,1005
5574,Sri Ram Sri Lakshmi Pg,12.9295182,77.5859362,PG,"Jayanagar, Bengaluru",2.876445040637478,3.668630253511416,19,1153
5575,PG For Ladies,12.9207178,77.5984165,PG,"Jayanagar, Bengaluru",2.3890593026292932,3.2054106418960218,17,1026
5576,Jayanager ladies Class pg Accommodation,12.9187541,77.5870348,PG,"Jayanagar, Bengaluru",1.6921024951522854,2.5071352298404133,12,748
5577,Shri Gurunatha Luxury PG for women's,12.9295502,77.5858045,PG,"Jayanagar, Bengaluru",2.879537207467288,3.6705258652821318,19,1158
5578,Sri vinayaka PG,12.9279978,77.5912827,PG,"Jayanagar, Bengaluru",2.789810025812688,3.617718641799496,17,1025
5579,Swathi PG For Women,12.9237367,77.5742291,PG,"Jayanagar, Bengaluru",2.5190193267830754,3.1160944017680694,17,1030
5581,Vinayaka PG,12.9173909,77.596645,PG,"Jayanagar, Bengaluru",1.979988912902016,2.7915397261962585,14,835
5582,Sri ram pg for gents,12.9290133,77.587082,PG,"Jayanagar, Bengaluru",2.827497905150847,3.6297025939056162,17,1025
5583,Nomads Ladies Pg Jayanagar %7C Pg for Ladies %7C Girls Hostel %7C Girls Pg,12.9306856,77.5768596,PG,"Jayanagar, Bengaluru",3.1315581875419745,3.813958933269106,18,1067
5584,S K PG,12.9298129,77.5855454,PG,"Jayanagar, Bengaluru",2.9080359317047444,3.696512625227758,19,1164
5585,Sai ram girls PG,12.9175844,77.59445,PG,"Jayanagar, Bengaluru",1.85550865270775,2.6818561198104827,14,849
5586,Krishna PG for men(Gujarati),12.927375,77.5852799,PG,"Jayanagar, Bengaluru",2.6365336638874246,3.4239074957098263,16,959
5590,Durga PG %26 Hostel,12.9289934,77.5756967,PG,"Jayanagar, Bengaluru",2.9916317572664677,3.6493187922329104,18,1103
5591,Rajeshwari Ladies PG Jayanagar,12.9221068,77.5913146,PG,"Jayanagar, Bengaluru",2.1615326517238733,2.995345954244322,15,902
5592,Sri Balaji Luxurious Ladies PG,12.9267735,77.5854149,PG,"Jayanagar, Bengaluru",2.569864326241253,3.358985317105023,16,932
5594,Akshaya Paying Guest Accommodation,12.9302787,77.5852954,PG,"Jayanagar, Bengaluru",2.9594099684241972,3.7453330887833927,18,1107
5595,Vinayaka Pg,12.9198011,77.5875278,PG,"Jayanagar, Bengaluru",1.814873031496621,2.6325516415228587,13,797
5596,Shree Bhargavi Gents PG,12.9211585,77.59329,PG,"Jayanagar, Bengaluru",2.142306297056197,2.9778484001416627,15,911
5598,Saraswathi Gents PG ( New 1),12.9172986,77.5962207,PG,"Jayanagar, Bengaluru",1.9429958776769547,2.757106730962859,14,840
5599,My Home Ladies Pg,12.9323591,77.5846991,PG,"Jayanagar, Bengaluru",3.190749214719744,3.9703444029649897,19,1129
5600,Shri sairam vegetarian PG (Brahmins PG),12.9293033,77.586886,PG,"Jayanagar, Bengaluru",2.8580511427969526,3.658430096451394,18,1087
5601,Suraksha ladies pg,12.9287107,77.5902917,PG,"Jayanagar, Bengaluru",2.8431847234523633,3.666063575305399,17,1002
5602,Reddy's PG,12.9203825,77.5965876,PG,"Jayanagar, Bengaluru",2.2429249278552588,3.067648820649715,16,971
5603,Sri Sai Pg,12.9181606,77.5936075,PG,"Jayanagar, Bengaluru",1.861923900824441,2.6934827273628756,14,847
5604,Amrutha Ladies Pg,12.9240604,77.5886484,PG,"Jayanagar, Bengaluru",2.3018893550929644,3.12140063280133,15,879
5605,Venkateswara Gents PG,12.9198365,77.5959385,PG,"Jayanagar, Bengaluru",2.153377671266377,2.9794818008631365,15,917
5606,Beena PG Accomodation for Gents,12.9176961,77.5967712,PG,"Jayanagar, Bengaluru",2.014891375709263,2.8272382119578143,15,880
5607,Mahalakshmi PG,12.9174,77.596947,PG,"Jayanagar, Bengaluru",2.001772459045671,2.811129307011587,16,960
5608,Coco Queens PG for girls,12.9182346,77.5934749,PG,"Jayanagar, Bengaluru",1.8619251861205384,2.694083097075573,14,833
5609,SLV HOMES PG,12.918155,77.5925175,PG,"Jayanagar, Bengaluru",1.8051201144728093,2.63972223528234,14,864
5610,SN Pg for Ladies,12.9266647,77.5850283,PG,"Jayanagar, Bengaluru",2.5573867184723498,3.3425640716890155,15,923
5611,Nanda PG Jayanagar 26BMain,12.9192707,77.5938266,PG,"Jayanagar, Bengaluru",1.9810947927970544,2.813929345262188,15,900
5612,Sri Soumya Gents PG Jayanagar,12.9165714,77.5939294,PG,"Jayanagar, Bengaluru",1.7304968655503155,2.5561422061544183,13,791
5614,Krishna Gents PG,12.9291179,77.5889083,PG,"Jayanagar, Bengaluru",2.861583599293725,3.6764532383286905,17,990
5616,Padmavathi Womens Hostel-Lord Venketeshwara Mens PG,12.9308276,77.5777362,PG,"Jayanagar, Bengaluru",3.121382519544712,3.8169640202367736,17,1046
5617,SLV Pg For Gents,12.9201298,77.5983567,PG,"Jayanagar, Bengaluru",2.3334822825224375,3.147603557944752,17,1027
5618,Jayanthi Luxury PG for Girls,12.9238803,77.5816654,PG,"Jayanagar, Bengaluru",2.276761212706326,3.016807108265715,14,840
5619,BEST HOMES LADIES PAYING GUEST JAYANAGAR,12.9170303,77.5984651,PG,"Jayanagar, Bengaluru",2.082345298184983,2.876836598413188,15,909
5620,KOTTIGEMANE PG FOR GENTS,12.9305368,77.5793779,PG,"Jayanagar, Bengaluru",3.049589043502833,3.7673725692007247,17,1018
5621,Golden arch men PG,12.9298288,77.5918801,PG,"Jayanagar, Bengaluru",3.0030784428362884,3.831297583734267,18,1097
5622,Sneha Paying Guest,12.9280044,77.5816365,PG,"Jayanagar, Bengaluru",2.7308936297536635,3.4753932898112883,16,942
5623,Sri Krishna ladies pg,12.91928,77.595326,PG,"Jayanagar, Bengaluru",2.0652918758444256,2.892582229649895,14,849
5624,Sri meenakshi luxurious ladies pg,12.9203506,77.5864504,PG,"Jayanagar, Bengaluru",1.8618745023067176,2.668433737554191,15,883
5625,Slv gents Pg,12.9173687,77.5869181,PG,"Jayanagar, Bengaluru",1.5377332592173942,2.3541390309703116,12,711
5627,Sai Nanda Laides PG,12.9172406,77.5947008,PG,"Jayanagar, Bengaluru",1.8391364964322199,2.6628749144482744,14,850
5630,SR COMPFORT LUXURY AND GENTES PG,12.9283986,77.5925641,PG,"Jayanagar, Bengaluru",2.8695655224763588,3.701193824118789,18,1080
5631,Sri lakshmi venkateshwara PG,12.9260187,77.5747618,PG,"Jayanagar, Bengaluru",2.7222993344168422,3.3471678560164686,18,1084
5632,Sai Aashraya Ladies PG,12.9178657,77.594439,PG,"Jayanagar, Bengaluru",1.8810295457887187,2.7083254375405392,14,858
5633,RR Lakshmi Gents Pg Accomodation,12.9270027,77.5946582,PG,"Jayanagar, Bengaluru",2.797867136803564,3.633541505356836,17,1049
5634,Vb stays ladies pg,12.9204199,77.5985518,PG,"Jayanagar, Bengaluru",2.371903660224698,3.1861670847694983,18,1076
5635,Shri jyoti ladies pg,12.9298581,77.5870063,PG,"Jayanagar, Bengaluru",2.9205271345219592,3.721362801897215,18,1068
5636,SND PG For Men,12.9301716,77.5856753,PG,"Jayanagar, Bengaluru",2.94822606073891,3.7376637373912573,19,1141
5638,%E0%B2%85%E0%B2%A8%E0%B3%8D%E0%B2%A8%E0%B2%AA%E0%B3%82%E0%B2%B0%E0%B3%8D%E0%B2%A3%E0%B3%87%E0%B2%B6%E0%B3%8D%E0%B2%B5%E0%B2%B0%E0%B2%BF PG,12.9295663,77.5762166,PG,"Jayanagar, Bengaluru",3.0335124523297012,3.70199387885588,18,1075
5639,Om sai baba pg for gents,12.9290123,77.5871286,PG,"Jayanagar, Bengaluru",2.827793306677425,3.630365219841353,17,1024
5640,Sai Mens PG,12.9208609,77.5949641,PG,"Jayanagar, Bengaluru",2.1955743913934054,3.0276609942875834,15,926
5641,Sri ram pg fot boys,12.9294254,77.5858157,PG,"Jayanagar, Bengaluru",2.8657032268546754,3.656875431752118,19,1158
5642,Sai Srinivasa Pg for ladies,12.92732,77.5901269,PG,"Jayanagar, Bengaluru",2.688152995533858,3.5118367635815155,16,944
5643,Sri Lakshmi pg for led,12.9165042,77.5859393,PG,"Jayanagar, Bengaluru",1.4311611428105935,2.237902080005537,13,779
5644,Sharada krupa Gents PG Kantinivs,12.9320997,77.5785278,PG,"Jayanagar, Bengaluru",3.238769597890404,3.9483620641361212,18,1091
5645,Sr Luxury Ladies Pg,12.926185,77.5828716,PG,"Jayanagar, Bengaluru",2.514716261119312,3.274300953837336,15,893
5646,Alekhya pg,12.9207404,77.5869732,PG,"Jayanagar, Bengaluru",1.9105569178958814,2.721761583457941,13,758
5647,Nahid PG,12.9297293,77.591848,PG,"Jayanagar, Bengaluru",2.9914974307913225,3.819702153742085,18,1098
5648,PINK Ladies PG,12.9171291,77.5941822,PG,"Jayanagar, Bengaluru",1.7972741254540858,2.623500939641406,14,826
5649,Vigneswara gents PG,12.9196302,77.5944837,PG,"Jayanagar, Bengaluru",2.050924965974541,2.8823455981356014,15,915
5650,COZY INN FOR MEN,12.9170726,77.595778,PG,"Jayanagar, Bengaluru",1.8935001986360729,2.709547356738473,14,828
5651,Sri lakshmi ladies pg,12.9207717,77.5983272,PG,"Jayanagar, Bengaluru",2.3879548473546897,3.2050352739913297,17,1028
5652,Akshaya home nest pg for ladies.,12.9226474,77.5978869,PG,"Jayanagar, Bengaluru",2.530561811250296,3.356051194504328,17,1024
5653,B.S.PG fOR MEN'S,12.9220334,77.5872468,PG,"Jayanagar, Bengaluru",2.0567864831642444,2.868562031781947,13,806
5655,SRI Lakshmi narasimha Pg for gents,12.9186023,77.5968019,PG,"Jayanagar, Bengaluru",2.095910905719593,2.9126368013975394,15,904
5657,SLN PG for Ladies,12.9172641,77.5947655,PG,"Jayanagar, Bengaluru",1.8452922036087107,2.668744797093485,14,850
5658,Sri sai baba pg for gents,12.9290006,77.5871279,PG,"Jayanagar, Bengaluru",2.826490464194209,3.629068031215648,17,1024
5661,Sri Anjaneya ladies pg,12.9203985,77.5936448,PG,"Jayanagar, Bengaluru",2.082879473209909,2.917492052265984,15,905
5662,Sri Vaishnavi Pg Accommodation,12.929977,77.5926111,PG,"Jayanagar, Bengaluru",3.0395639035169535,3.8699601431694766,18,1077
5664,Sri Ganesha ladies pg,12.922551,77.573796,PG,"Jayanagar, Bengaluru",2.4261523388606747,3.002881000893963,16,986
5665,Sri Krishna Mohan Ladie's pg,12.9277592,77.5755864,PG,"Jayanagar, Bengaluru",2.8670472351053182,3.5169250694034266,18,1072
5667,SK pg,12.9266804,77.5879065,PG,"Jayanagar, Bengaluru",2.5783564591432055,3.389339467793241,15,911
5668,Sri Lakshmi Pg For Ladies,12.917188,77.5858238,PG,"Jayanagar, Bengaluru",1.50622831336984,2.3102850752078106,16,948
5671,Pg Venakata Sairam,12.9209803,77.5950762,PG,"Jayanagar, Bengaluru",2.213112132355765,3.0450665522531883,15,923
5672,Sri Annapoorneshwari ladies pg,12.9295812,77.5762507,PG,"Jayanagar, Bengaluru",3.0339274040968314,3.7030050936195598,18,1075
5674,N%2FA,12.929977,77.5783777,PG,"Jayanagar, Bengaluru",3.0126243641172823,3.715135205244193,17,1039
5675,Padmavathi Paying Guest,12.9163088,77.5965814,PG,"Jayanagar, Bengaluru",1.8842038842619768,2.689428782042858,14,841
5678,Shareliv,12.9177009,77.596645,PG,"Jayanagar, Bengaluru",2.00667858895681,2.819946829117152,15,880
5679,Glory Homes Paying Guest for Men,12.9207356,77.5933026,PG,"Jayanagar, Bengaluru",2.100287194524125,2.9356259024492286,15,902
5680,Venkatesh PG,12.928252,77.5964304,PG,"Jayanagar, Bengaluru",3.0011736099525357,3.8368140085215527,18,1102
5682,Shree bhargavi gents pg,12.9206442,77.5949844,PG,"Jayanagar, Bengaluru",2.1757154548745254,3.007376500414972,16,933
5683,SA PG,12.9284396,77.5951593,PG,"Jayanagar, Bengaluru",2.9663751281520665,3.802003642528893,18,1075
5685,Surikha PG,12.9298067,77.58744,PG,"Jayanagar, Bengaluru",2.9186985932970866,3.722887508856721,18,1084
5686,Sai pg for boys,12.9299469,77.5819509,PG,"Jayanagar, Bengaluru",2.9410587010352844,3.6911889943098455,17,1020
5687,Shree Varasiddhi Ultra Luxurious Ladies PG,12.9196042,77.592976,PG,"Jayanagar, Bengaluru",1.9715604162374936,2.806615324600885,15,904
5688,ANU P. G (GIRLS HOSTEL),12.9294208,77.5868728,PG,"Jayanagar, Bengaluru",2.8709823635129514,3.671150570766426,18,1086
5689,S.L.V Boy's P.G,12.9191728,77.5941854,PG,"Jayanagar, Bengaluru",1.9907125953907232,2.8222608509556286,15,886
5690,Sri chakra pg,12.9177105,77.5779782,PG,"Jayanagar, Bengaluru",1.7376133487493959,2.3706270504357114,13,765
5692,Sri Annapurneshwari PG for ladies,12.9296493,77.5762824,PG,"Jayanagar, Bengaluru",3.0400503163690886,3.7098966747253326,18,1072
5693,Vaishanvi pg for boys new building,12.9305035,77.5926665,PG,"Jayanagar, Bengaluru",3.0975592150059565,3.9276548993384495,18,1088
5697,SR COMPART GENT'S PG,12.9290978,77.5917453,PG,"Jayanagar, Bengaluru",2.9207177113349667,3.7491850505760715,18,1081
5700,Shyamala Krishna Residency PG For Ladies,12.929007,77.5889938,PG,"Jayanagar, Bengaluru",2.850777933334979,3.6662918640896263,16,988
5701,Roomee,12.9322168,77.5817981,PG,"Jayanagar, Bengaluru",3.19374205923313,3.943639760467112,19,1135
5702,ECO HOUSE HOSPITALITY JAYANAGAR,12.9298279,77.5870974,PG,"Jayanagar, Bengaluru",2.9179283976055466,3.719499677570442,18,1073
5708,Hananya Pg For Men,12.9170047,77.5965173,PG,"Jayanagar, Bengaluru",1.938142829153034,2.748386623918016,14,842
5709,SRI VENKATESHWARA PG FOR MENS,12.922032,77.586147,PG,"Jayanagar, Bengaluru",2.045987643558961,2.847096181361396,14,838
5711,VASAVI HOSTEL JAYANAGAR,12.925604,77.5866438,PG,"Jayanagar, Bengaluru",2.445884439451212,3.2478125182940403,15,913
5712,Reddy P G for men,12.9169631,77.5966407,PG,"Jayanagar, Bengaluru",1.943256847882201,2.752296335643639,14,846
5714,Pench Ladies PG,12.9281128,77.5903756,PG,"Jayanagar, Bengaluru",2.7799858021242856,3.6039390329935714,17,1004
5715,Hari pg,12.9310857,77.5857001,PG,"Jayanagar, Bengaluru",3.049904842658226,3.8390192613135317,19,1113
5717,Sree Vaishnavi Luxurious GENTS PG (JAYNAGAR 5th Block),12.9137653,77.5862809,PG,"Jayanagar, Bengaluru",1.1314941098120397,1.9483930330627985,10,585
5720,Athithi pg for gents,12.915116,77.605572,PG,"Jayanagar, Bengaluru",2.5669676193087247,3.272173072922576,18,1091
5721,Shree Vaishnavi Gents PG,12.9136691,77.5859189,PG,"Jayanagar, Bengaluru",1.116723077150072,1.928951973592663,11,644
5722,Shri Ram PG for Ladies,12.9178045,77.5859969,PG,"Jayanagar, Bengaluru",1.5758330090919028,2.3811032738384252,15,924
5724,Karnataka Paying Guest for MenS,12.9242157,77.5935522,PG,"Jayanagar, Bengaluru",2.465630507148367,3.3013311766505815,17,1030
5725,White House Women's Residence,12.9290748,77.5758461,PG,"Jayanagar, Bengaluru",2.994747027096553,3.655230399567922,18,1106
5726,PG Bangalore,12.9155183,77.5875391,PG,"Jayanagar, Bengaluru",1.346235318267193,2.1719669415761937,10,622
5727,Government Hostel,12.9171343,77.5905776,PG,"Jayanagar, Bengaluru",1.6147812187894715,2.450474488383274,13,801
5730,BLJ pg for ladies,12.9282955,77.574701,PG,"Jayanagar, Bengaluru",2.9577363396068304,3.595246967865028,18,1094
5731,Lakshmi Ladies PG,12.9218896,77.5732311,PG,"Jayanagar, Bengaluru",2.394844728250004,2.9518022849609067,16,971
5732,New SVS luxury Pg for ladies,12.9123622,77.5868186,PG,"Jayanagar, Bengaluru",0.9867550333782894,1.8132695530095244,9,569
5733,Vaishnavi Gents P G,12.916234,77.5981355,PG,"Jayanagar, Bengaluru",1.994466706962482,2.785381828421137,14,858
5735,SR Luxury Gents PG,12.9135289,77.585936,PG,"Jayanagar, Bengaluru",1.101363527174121,1.9141657267817298,11,643
5738,MENS P.G,12.922764,77.5938023,PG,"Jayanagar, Bengaluru",2.3277931765900597,3.1634848981959807,16,949
5740,Sri Sai Comforts,12.929347,77.5868589,PG,"Jayanagar, Bengaluru",2.862690581844146,3.6628128692810846,18,1086
5742,Shirdi sai mansion pg,12.9126171,77.5923444,PG,"Jayanagar, Bengaluru",1.2740580681006537,2.091346899903211,11,659
5743,Sri Sai ranga pg for ladies,12.911985,77.590154,PG,"Jayanagar, Bengaluru",1.0802748490000704,1.9114844513859395,10,586
