Place_name,Latitude,Longitude,Category,Region
Madhuban Apartments,12.9383132,77.6096914,Apartments,"Adugodi, Bengaluru"
Golden Nest Apartments,12.9419278,77.6090382,Apartments,"Adugodi, Bengaluru"
Samyuktha Apartments,12.941573,77.6079278,Apartments,"Adugodi, Bengaluru"
Brindavan Apts,12.9485102,77.6063374,Apartments,"Adugodi, Bengaluru"
Prestige Acropolis,12.9353081,77.6104737,Apartments,"Adugodi, Bengaluru"
Venus Gangadhar Residency,12.950365,77.6043054,Apartments,"Adugodi, Bengaluru"
Adugodi,12.9427511,77.60829,Apartments,"Adugodi, Bengaluru"
Esteem Splendor 2,12.9377956,77.6091066,Apartments,"Adugodi, Bengaluru"
Brindavan Apartment,12.9382437,77.6097782,Apartments,"Adugodi, Bengaluru"
Rajesh Sharda Apartments,12.9434512,77.6039612,Apartments,"Adugodi, Bengaluru"
Sorina Apartments,12.9375611,77.6115558,Apartments,"Adugodi, Bengaluru"
Prakash Apartments,12.9400973,77.6077109,Apartments,"Adugodi, Bengaluru"
Ansal Krsna,12.9378069,77.6100691,Apartments,"Adugodi, Bengaluru"
Sharathi Apartment,12.9407521,77.6072221,Apartments,"Adugodi, Bengaluru"
Mythreyi Naimisha Apartment,12.9451336,77.6029674,Apartments,"Adugodi, Bengaluru"
RAJA FOUR SQUARES,12.9436627,77.6106757,Apartments,"Adugodi, Bengaluru"
Sanjeevegowda,12.9408351,77.6099989,Apartments,"Adugodi, Bengaluru"
Comfort Benaka Appartments,12.9464945,77.6028362,Apartments,"Adugodi, Bengaluru"
SLV Apartments -3,12.9360211,77.6090295,Apartments,"Adugodi, Bengaluru"
Prema Nilaya Apartment,12.9406304,77.6080901,Apartments,"Adugodi, Bengaluru"
Panchavati-4 Apartment,12.9420827,77.6076924,Apartments,"Adugodi, Bengaluru"
Nirmala Niwas %237,12.9443638,77.6094288,Apartments,"Adugodi, Bengaluru"
Deepdarshan appartment,12.9425974,77.6136073,Apartments,"Adugodi, Bengaluru"
Esteem Splendor 1,12.9381227,77.6093822,Apartments,"Adugodi, Bengaluru"
Nagesh's Appartment,12.9446605,77.6082809,Apartments,"Adugodi, Bengaluru"
Crystal Rock Apartments,12.9368891,77.6090386,Apartments,"Adugodi, Bengaluru"
Ashritha Eeshan NZ Meadows Apartment,12.9493527,77.6037794,Apartments,"Adugodi, Bengaluru"
"Samrudhi Nilaya, Audugodi",12.9444743,77.6089628,Apartments,"Adugodi, Bengaluru"
Shanthi Nilaya Apartment,12.9406546,77.6084403,Apartments,"Adugodi, Bengaluru"
ARINDAM,12.94308,77.6065167,Apartments,"Adugodi, Bengaluru"
413 Apartment,12.9441879,77.6180995,Apartments,"Adugodi, Bengaluru"
Samuthya Apartment,12.9402291,77.6083207,Apartments,"Adugodi, Bengaluru"
Kishan Apartment,12.9412741,77.607261,Apartments,"Adugodi, Bengaluru"
Lakshme Enclave,12.9416752,77.6082345,Apartments,"Adugodi, Bengaluru"
Saroja Pride,12.9410546,77.6077336,Apartments,"Adugodi, Bengaluru"
S.G.Home,12.9415628,77.6079496,Apartments,"Adugodi, Bengaluru"
Adithya om enclave,12.9415073,77.6174647,Apartments,"Adugodi, Bengaluru"
Prem Nest Near Basavanna temple,12.9432649,77.6092152,Apartments,"Adugodi, Bengaluru"
JV Residency,12.9440717,77.6091439,Apartments,"Adugodi, Bengaluru"
A. A. Center,12.9486249,77.6059114,Apartments,"Adugodi, Bengaluru"
Kenzo Enclave,12.9444739,77.6177055,Apartments,"Adugodi, Bengaluru"
Sudhir Residency,12.9410079,77.6077453,Apartments,"Adugodi, Bengaluru"
Rani Residency,12.9394986,77.6088175,Apartments,"Adugodi, Bengaluru"
Nithya Lakshmi,12.9431861,77.6122493,Apartments,"Adugodi, Bengaluru"
Prestige St. John's Wood,12.9300612,77.6106751,Apartments,"Adugodi, Bengaluru"
Lakshmi Venkateshwara Nilaya,12.9443292,77.6098298,Apartments,"Adugodi, Bengaluru"
Salarpuria Sapphire,12.9442537,77.6076672,Apartments,"Adugodi, Bengaluru"
Savita Mansion,12.9403826,77.6031313,Apartments,"Adugodi, Bengaluru"
Sai Krupa Apartments,12.9375149,77.6123378,Apartments,"Adugodi, Bengaluru"
Rajeswari Nilaya,12.9430333,77.6069096,Apartments,"Adugodi, Bengaluru"
NDRI SRF COLONY,12.9456603,77.6075028,Apartments,"Adugodi, Bengaluru"
Shetty's residence,12.9409471,77.6038879,Apartments,"Adugodi, Bengaluru"
Krishna Apartment,12.9285032,77.6110826,Apartments,"Adugodi, Bengaluru"
Robert Home,12.9435168,77.607295,Apartments,"Adugodi, Bengaluru"
Dixit%E2%80%99s Apartmet,12.9402192,77.6173703,Apartments,"Adugodi, Bengaluru"
"F Block, Inside Adugodi Police Quaters",12.9424577,77.6128986,Apartments,"Adugodi, Bengaluru"
"%2354, Sri Nivasa",12.9403055,77.6086993,Apartments,"Adugodi, Bengaluru"
Sri Laxmi Nivas,12.9404852,77.6082048,Apartments,"Adugodi, Bengaluru"
My Home,12.9434838,77.6073078,Apartments,"Adugodi, Bengaluru"
"A block, Inside Adugodi Police Quaters",12.9422784,77.6098442,Apartments,"Adugodi, Bengaluru"
Sri Lakshmi Venkatesha Nilaya,12.942135,77.6068113,Apartments,"Adugodi, Bengaluru"
Adugudi Police Quatres,12.9421763,77.6106432,Apartments,"Adugodi, Bengaluru"
Soram Residency,12.9404025,77.607674,Apartments,"Adugodi, Bengaluru"
Police QRS. ADUGODI,12.9397605,77.6120715,Apartments,"Adugodi, Bengaluru"
Amma's House,12.9443644,77.6094122,Apartments,"Adugodi, Bengaluru"
"G Block, Inside Adugodi Police Quaters",12.9401179,77.6136537,Apartments,"Adugodi, Bengaluru"
Lijo Varghese,12.9420694,77.6071667,Apartments,"Adugodi, Bengaluru"
Shri Shanta Narayana Nilayam,12.9415016,77.6069026,Apartments,"Adugodi, Bengaluru"
Srinivasa Complex,12.9418628,77.6081249,Apartments,"Adugodi, Bengaluru"
Prakash ballari hvr,12.94487,77.6095,Apartments,"Adugodi, Bengaluru"
AMC RESIDENCY,12.9446429,77.6076533,Apartments,"Adugodi, Bengaluru"
CHIKKA POTHALAPPA NILAYA,12.9493644,77.6056664,Apartments,"Adugodi, Bengaluru"
Jordiie's Place,12.9403453,77.607679,Apartments,"Adugodi, Bengaluru"
PHC house,12.9407982,77.6039689,Apartments,"Adugodi, Bengaluru"
Sai Balaji Residency,12.9267832,77.6099718,Apartments,"Adugodi, Bengaluru"
Sipani classe 2,12.9405273,77.6190537,Apartments,"Adugodi, Bengaluru"
Sri Venkateshwara Nilaya,12.9435282,77.6065347,Apartments,"Adugodi, Bengaluru"
Vinod Raj's Home,12.9400442,77.6080654,Apartments,"Adugodi, Bengaluru"
Sapthagiri Apartments,12.927683,77.611051,Apartments,"Adugodi, Bengaluru"
Koramangala,12.9451229,77.6171229,Apartments,"Adugodi, Bengaluru"
Bhagu halesh bro,12.942733,77.612642,Apartments,"Adugodi, Bengaluru"
Sree Vatsa Nilaya Apartments,12.9273062,77.6113865,Apartments,"Adugodi, Bengaluru"
Venkatarama Reddy. M Residence,12.9430851,77.608529,Apartments,"Adugodi, Bengaluru"
Shanvi Apartment,12.9407744,77.6189205,Apartments,"Adugodi, Bengaluru"
Kishan Enclave,12.942947,77.6173935,Apartments,"Adugodi, Bengaluru"
Planet Pride,12.9439807,77.6102407,Apartments,"Adugodi, Bengaluru"
Yadav%E2%80%99s building,12.9446925,77.6071956,Apartments,"Adugodi, Bengaluru"
Salim Building,12.9489089,77.6047825,Apartments,"Adugodi, Bengaluru"
Lalithalaya Apartment,12.9432577,77.6186016,Apartments,"Adugodi, Bengaluru"
John Vijay,12.9479075,77.6185346,Apartments,"Adugodi, Bengaluru"
Manik%E2%80%99s Apartment,12.9426918,77.6178359,Apartments,"Adugodi, Bengaluru"
Sobha Highland Hosur Bangalore,12.9415864,77.6072687,Apartments,"Adugodi, Bengaluru"
1BHK Apartments,12.9322131,77.6109504,Apartments,"Adugodi, Bengaluru"
Ajith sridhar,12.951584,77.601032,Apartments,"Adugodi, Bengaluru"
Ashwin Apartment,12.9429255,77.6187182,Apartments,"Adugodi, Bengaluru"
Comfort Sharada Apartment,12.9456996,77.5985749,Apartments,"Adugodi, Bengaluru"
"45 , 1 - Nicky%E2%80%99s ",12.940358,77.607714,Apartments,"Adugodi, Bengaluru"
KUMAR N APARTMENTS,12.9422164,77.6188102,Apartments,"Adugodi, Bengaluru"
Tavarekere Apartment,12.9278183,77.6100538,Apartments,"Adugodi, Bengaluru"
Sri Sai PG,12.9362751,77.608782,Apartments,"Adugodi, Bengaluru"
Amma Nilaya,12.9433047,77.6189898,Apartments,"Adugodi, Bengaluru"
Sathya Apartments,12.9335385,77.6081189,Apartments,"Adugodi, Bengaluru"
Vision Appartments,12.9399255,77.6163804,Apartments,"Adugodi, Bengaluru"
Bs Sunshine Apartment,12.94402,77.6102613,Apartments,"Adugodi, Bengaluru"
Home,12.950492,77.6098684,Apartments,"Adugodi, Bengaluru"
BH24 Blue Hills service apartment,12.9323027,77.6101949,Apartments,"Adugodi, Bengaluru"
Sri Sai Krishna PG for Gents,12.94205,77.6078239,Apartments,"Adugodi, Bengaluru"
Platina heights luxury apartments,12.9427164,77.6168269,Apartments,"Adugodi, Bengaluru"
S 23 51 Laskar,12.9382027,77.6092471,Apartments,"Adugodi, Bengaluru"
SHAHEEN AEJAZ APARTMENTS,12.9444736,77.5987875,Apartments,"Adugodi, Bengaluru"
The Mayfair Apartments,12.9393766,77.6218297,Apartments,"Adugodi, Bengaluru"
Building No. 2,12.940661,77.6175807,Apartments,"Adugodi, Bengaluru"
Sree%26 Sonu's,12.9411694,77.5993109,Apartments,"Adugodi, Bengaluru"
"No.605, 11th Cross, 2nd Main, 2nd stage, Koramangala, Rajendra Nagar, Bangalore -560047",12.9475029,77.6168991,Apartments,"Adugodi, Bengaluru"
Aditya Residency,12.9435968,77.604016,Apartments,"Adugodi, Bengaluru"
SG Residency,12.9320507,77.6102724,Apartments,"Adugodi, Bengaluru"
Insta Guest House - Koramangala,12.9355474,77.6130082,Apartments,"Adugodi, Bengaluru"
"Memphis Apartments,",12.9591886,77.6032645,Apartments,"Adugodi, Bengaluru"
Apartment 6D,12.9366969,77.6163113,Apartments,"Adugodi, Bengaluru"
Sri Balaji Residency,12.9415955,77.6197312,Apartments,"Adugodi, Bengaluru"
Citizen Tower Building,12.9279372,77.6099542,Apartments,"Adugodi, Bengaluru"
%234,12.9417638,77.6204688,Apartments,"Adugodi, Bengaluru"
Pavan Apartments,12.9268706,77.6106647,Apartments,"Adugodi, Bengaluru"
House,12.9367675,77.6158994,Apartments,"Adugodi, Bengaluru"
SpringHeights @ Koramangala,12.9394724,77.6181926,Apartments,"Adugodi, Bengaluru"
Building 600,12.9433434,77.6198777,Apartments,"Adugodi, Bengaluru"
Ramya reddy,12.9442235,77.6090593,Apartments,"Adugodi, Bengaluru"
"Opposite sri hari hara pg, Blue colour paint apartment",12.9364531,77.6089289,Apartments,"Adugodi, Bengaluru"
Sankar Residency,12.9379394,77.619807,Apartments,"Adugodi, Bengaluru"
NPR apartment,12.9270483,77.6086532,Apartments,"Adugodi, Bengaluru"
Adarsh Vihar Apartment,12.9304459,77.6010812,Apartments,"Adugodi, Bengaluru"
Iman service apartments,12.9352156,77.6199608,Apartments,"Adugodi, Bengaluru"
Raj Elite,12.9421528,77.6069531,Apartments,"Adugodi, Bengaluru"
Apartment complex,12.9253431,77.6064458,Apartments,"Adugodi, Bengaluru"
Vinay paying guest,12.9409359,77.6025867,Apartments,"Adugodi, Bengaluru"
Saicharan Apartments,12.935843,77.62671,Apartments,"Adugodi, Bengaluru"
Zwolf Residency,12.9431934,77.6198778,Apartments,"Adugodi, Bengaluru"
Sashikala Apartments,12.9410804,77.6260397,Apartments,"Adugodi, Bengaluru"
Vishnupada Apartments,12.9330761,77.6273024,Apartments,"Adugodi, Bengaluru"
Fortune towers,12.9440926,77.6077521,Apartments,"Adugodi, Bengaluru"
%23373,12.9350449,77.6197947,Apartments,"Adugodi, Bengaluru"
Home,12.9411733,77.6213028,Apartments,"Adugodi, Bengaluru"
Stag Aditya Apartments koramangala,12.9401634,77.6279,Apartments,"Adugodi, Bengaluru"
Saniya Residency,12.9281277,77.606644,Apartments,"Adugodi, Bengaluru"
Alcove Service Apartments,12.9285724,77.6318027,Apartments,"Adugodi, Bengaluru"
D'Habitat Serviced Apartments in Bangalore Koramangala,12.9401085,77.6246982,Apartments,"Adugodi, Bengaluru"
470 Koramangala,12.9340963,77.6197447,Apartments,"Adugodi, Bengaluru"
Monarch Residency,12.9297878,77.6080609,Apartments,"Adugodi, Bengaluru"
Padmashree Apartment,12.9368791,77.6243412,Apartments,"Adugodi, Bengaluru"
AshaDeepa Apartments,12.942423,77.630331,Apartments,"Adugodi, Bengaluru"
Vishnupriya Arcade,12.9367615,77.6204735,Apartments,"Adugodi, Bengaluru"
Vrishadri Apartments,12.9316995,77.6351936,Apartments,"Adugodi, Bengaluru"
Bala Apartments,12.9409051,77.6262937,Apartments,"Adugodi, Bengaluru"
Premium Serviced Apartments,12.9387767,77.6237957,Apartments,"Adugodi, Bengaluru"
A.M. Apartments,12.9317754,77.5988891,Apartments,"Adugodi, Bengaluru"
Del Prado Apartment,12.9364957,77.6297788,Apartments,"Adugodi, Bengaluru"
Ram Reddy Building,12.942657,77.6078494,Apartments,"Adugodi, Bengaluru"
Apartment-1 BHK,12.9235963,77.6162818,Apartments,"Adugodi, Bengaluru"
New Apartments,12.9243385,77.6131499,Apartments,"Adugodi, Bengaluru"
Apartment,12.928977,77.5977103,Apartments,"Adugodi, Bengaluru"
Phoenix Palms Apartments,12.9401825,77.6262074,Apartments,"Adugodi, Bengaluru"
Canterbury Apartments,12.9617285,77.6027512,Apartments,"Adugodi, Bengaluru"
Sharu home,12.9359602,77.6232687,Apartments,"Adugodi, Bengaluru"
Raheja Residency,12.9287326,77.6318844,Apartments,"Adugodi, Bengaluru"
%2369 Apartment,12.92958,77.6075978,Apartments,"Adugodi, Bengaluru"
House,12.9349128,77.6196831,Apartments,"Adugodi, Bengaluru"
Apartment,12.9166918,77.6374176,Apartments,"Adugodi, Bengaluru"
R%26J Apartments,12.9454924,77.6277912,Apartments,"Adugodi, Bengaluru"
Euphoria Appartments,12.9403636,77.6284064,Apartments,"Adugodi, Bengaluru"
Siri Apartments,12.9363985,77.6308965,Apartments,"Adugodi, Bengaluru"
10%2FA,12.9351806,77.6334,Apartments,"Adugodi, Bengaluru"
AD Apartments,12.931838,77.6353108,Apartments,"Adugodi, Bengaluru"
Sunshine Apartment Kormangala,12.9281858,77.6383371,Apartments,"Adugodi, Bengaluru"
Apartment,12.9639061,77.6137837,Apartments,"Adugodi, Bengaluru"
LVR Residency Block 2,12.9281313,77.6383181,Apartments,"Adugodi, Bengaluru"
Sobha Morzaria Grandeur,12.9339549,77.601799,Apartments,"Adugodi, Bengaluru"
Arpitha Apartment A Block,12.9273111,77.638215,Apartments,"Adugodi, Bengaluru"
Housewise.in - Rental Property Management Company in Bengaluru,12.9333001,77.612155,Apartments,"Adugodi, Bengaluru"
Baik Apartament,12.9405949,77.6263386,Apartments,"Adugodi, Bengaluru"
Modern Apartment,12.9195353,77.6040765,Apartments,"Adugodi, Bengaluru"
St Mary's Executive PG Accommodation,12.9367074,77.6085473,Apartments,"Adugodi, Bengaluru"
Goodwill Apartments,12.9357103,77.6233417,Apartments,"Adugodi, Bengaluru"
Bharathi Accomodation,12.9431106,77.6076911,Apartments,"Adugodi, Bengaluru"
The Emerald Suite - A Self-Serviced Residence by Host- Right,12.933057,77.6321801,Apartments,"Adugodi, Bengaluru"
Anand .m residency,12.9285903,77.6375281,Apartments,"Adugodi, Bengaluru"
Apartments madiwala,12.9213762,77.6141923,Apartments,"Adugodi, Bengaluru"
1%2F2 Bedroom for Bachelors,12.9337731,77.6097859,Apartments,"Adugodi, Bengaluru"
Independent House,12.9532236,77.578683,Apartments,"Adugodi, Bengaluru"
"Adi Nilaya, bldg %236",12.9352693,77.6337671,Apartments,"Adugodi, Bengaluru"
KMT PG For Ladies,12.9366711,77.6086553,Apartments,"Adugodi, Bengaluru"
BAK Comfort Manner,12.9372083,77.6121191,Apartments,"Adugodi, Bengaluru"
Shanti Rooms %26 PG Accomodation,12.9404277,77.602785,Apartments,"Adugodi, Bengaluru"
Shree Ganesh PG Accomdation for ladies,12.9361128,77.6091779,Apartments,"Adugodi, Bengaluru"
Trinayan residency,12.924169,77.636979,Apartments,"Adugodi, Bengaluru"
Bangalore Apartments,12.9331097,77.587663,Apartments,"Adugodi, Bengaluru"
54 3bhk,12.9322083,77.6354724,Apartments,"Adugodi, Bengaluru"
Trusted Stay Service Apartments in Bangalore,12.9298227,77.6302364,Apartments,"Adugodi, Bengaluru"
Olive Service Apartments Koramangala,12.9280031,77.6285146,Apartments,"Adugodi, Bengaluru"
Girl's p.g Adugodi.,12.9398178,77.6075626,Apartments,"Adugodi, Bengaluru"
Lakshmi Narasimha PG for men.,12.9425604,77.6075667,Apartments,"Adugodi, Bengaluru"
"Ruby Corporate Service Apartments, Koramangala",12.939864,77.628854,Apartments,"Adugodi, Bengaluru"
Reen Apartments,12.9300433,77.607147,Apartments,"Adugodi, Bengaluru"
Bren Corporation,12.9423937,77.6145767,Apartments,"Adugodi, Bengaluru"
Sri sai balaji luxury pg for gents,12.9425892,77.6066757,Apartments,"Adugodi, Bengaluru"
Salarpuria Tower 2,12.9334894,77.6124841,Apartments,"Adugodi, Bengaluru"
Apartment,12.9184228,77.6176178,Apartments,"Adugodi, Bengaluru"
ZTE telecom india pvt ltd,12.9367451,77.6104246,Apartments,"Adugodi, Bengaluru"
Supriyaladiespg,12.9423417,77.6067256,Apartments,"Adugodi, Bengaluru"
HM Indigo,12.8730864,77.5715421,Apartments,"Adugodi, Bengaluru"
Nestaway Technologies Pvt. Ltd. Corporate,12.9158259,77.645526,Apartments,"Adugodi, Bengaluru"
House for rent,12.9261028,77.6061573,Apartments,"Adugodi, Bengaluru"
new V.B.S luxury P.G for LADIES 16,12.9427369,77.6067039,Apartments,"Adugodi, Bengaluru"
Javid's P G Accommodation,12.9422472,77.6072963,Apartments,"Adugodi, Bengaluru"
Blank,12.9437113,77.6033948,Apartments,"Adugodi, Bengaluru"
New S N S PG For Ladies,12.9423814,77.6066409,Apartments,"Adugodi, Bengaluru"
Apartment Building,12.9259503,77.634472,Apartments,"Adugodi, Bengaluru"
VBS LUXURY PG FOR GENTS,12.9427799,77.6073897,Apartments,"Adugodi, Bengaluru"
Kormangla Bangalore,12.9416935,77.6168196,Apartments,"Adugodi, Bengaluru"
Residency,12.9218294,77.6167255,Apartments,"Adugodi, Bengaluru"
Sri Anjanaya Swami Pg,12.9425049,77.6076327,Apartments,"Adugodi, Bengaluru"
Ladies PG,12.9428256,77.6077723,Apartments,"Adugodi, Bengaluru"
Bosch Flyover,12.9439555,77.6060785,Apartments,"Adugodi, Bengaluru"
Chikku Lakshmaiah Layout,12.9361477,77.609935,Apartments,"Adugodi, Bengaluru"
Constructure,12.9418198,77.6168918,Apartments,"Adugodi, Bengaluru"
New srivari PG For Gents near Bosch,12.9422491,77.607708,Apartments,"Adugodi, Bengaluru"
Manikyam Tailor Adugodi,12.9440387,77.6108407,Apartments,"Adugodi, Bengaluru"
Forum pg,12.9419677,77.607668,Apartments,"Adugodi, Bengaluru"
India Post - Adugodi Sub Post Office,12.9486014,77.601754,Apartments,"Adugodi, Bengaluru"
"Asterix Energy - Rooftop Solar for Homes, Apartments, Offices and Industries",12.9408944,77.6171257,Apartments,"Adugodi, Bengaluru"
NANDI SHREYAS RESIDENCY,12.944176,77.6076944,Apartments,"Adugodi, Bengaluru"
INTERNATIONAL TRAVEL HOUSE LIMITED,12.950524,77.604784,Apartments,"Adugodi, Bengaluru"
1 bhk apartment,12.848453,77.685098,Apartments,"Adugodi, Bengaluru"
Saroj BlueBells,12.9778571,77.736651,Apartments,"Adugodi, Bengaluru"
Nanjappa Layout,12.9413239,77.6074284,Apartments,"Adugodi, Bengaluru"
Adugodi PG,12.9438979,77.6082767,Apartments,"Adugodi, Bengaluru"
RP LADIES PG,12.9436974,77.607055,Apartments,"Adugodi, Bengaluru"
Sri Sai Krishna PG for Gents,12.942018,77.6078031,Apartments,"Adugodi, Bengaluru"
Peninsula Paramount,12.8563602,77.8017832,Apartments,"Adugodi, Bengaluru"
Pukhraj Layout,12.9415225,77.6042056,Apartments,"Adugodi, Bengaluru"
Kiranita Sundas,12.9402439,77.6084788,Apartments,"Adugodi, Bengaluru"
Chikka Adugodi,12.928044,77.6102931,Apartments,"Adugodi, Bengaluru"
Golden Gate Properties Ltd,12.9425507,77.6222958,Apartments,"Adugodi, Bengaluru"
Shine Lodge,12.9359624,77.6090203,Apartments,"Adugodi, Bengaluru"
Rooms For Rent,13.0329907,77.7362923,Apartments,"Adugodi, Bengaluru"
VBS PG FOR LADIES ADUGODI,12.9433263,77.6081268,Apartments,"Adugodi, Bengaluru"
Arshad Luxury PG Ladies,12.9418099,77.606987,Apartments,"Adugodi, Bengaluru"
Brigade Laguna,13.0649806,77.609445,Apartments,"Adugodi, Bengaluru"
Adithi Padmashree,13.0736645,77.5188014,Apartments,"Adugodi, Bengaluru"
Sattva Magnificia,12.9951764,77.6691615,Apartments,"Adugodi, Bengaluru"
Space Infinity - Interior Designers,12.9435601,77.6077914,Apartments,"Adugodi, Bengaluru"
Bosch Adugodi,12.9461087,77.6064016,Apartments,"Adugodi, Bengaluru"
Fathima Mansion,12.9390193,77.4739414,Apartments,"Adugodi, Bengaluru"
Prestige Sunrise Park Norwood,12.8345426,77.6637588,Apartments,"Adugodi, Bengaluru"
New Launch,12.9587733,77.6159946,Apartments,"Adugodi, Bengaluru"
The Dress Bank - Clothes On Rent,12.9385394,77.609702,Apartments,"Adugodi, Bengaluru"
myroomie - Aster PG%2F Hostel%2F student Housing,12.9285102,77.6098902,Apartments,"Adugodi, Bengaluru"
Kevin Appartment,12.9412518,77.6284936,Apartments,"Adugodi, Bengaluru"
Innovadores,12.9431576,77.6087124,Apartments,"Adugodi, Bengaluru"
LVR Grandeur,12.9363443,77.6085642,Apartments,"Adugodi, Bengaluru"
Shriram Liberty Square,12.8324116,77.7026447,Apartments,"Adugodi, Bengaluru"
Evergreen PG for girls ( near Christ University ),12.9396546,77.6079506,Apartments,"Adugodi, Bengaluru"
Yadav PG For Gents,12.9367519,77.608483,Apartments,"Adugodi, Bengaluru"
LVR,12.9357464,77.6092953,Apartments,"Adugodi, Bengaluru"
"Settlin.in, Property Consultancy",12.9118448,77.6415074,Apartments,"Adugodi, Bengaluru"
Saroj Group,12.9522835,77.7119978,Apartments,"Adugodi, Bengaluru"
Sri Lakshmi Beauty Parlour,12.9421338,77.6087945,Apartments,"Adugodi, Bengaluru"
DS-MAX Properties Pvt.Ltd,13.037737,77.6273876,Apartments,"Adugodi, Bengaluru"
Sobha City Casa Paradiso,13.0769315,77.6390952,Apartments,"Adugodi, Bengaluru"
Madhavi Ladies pg,12.9365985,77.6090695,Apartments,"Adugodi, Bengaluru"
Trekkers,12.943809,77.599354,Apartments,"Adugodi, Bengaluru"
Brigade Orchards,13.237063,77.72428,Apartments,"Adugodi, Bengaluru"
Sri Lakshmi Venkateshwara PG for Ladies,12.9357137,77.6092593,Apartments,"Adugodi, Bengaluru"
"Kaya Clinic - Skin %26 Hair Care (Koramangala, Bengaluru)",12.9382055,77.6098057,Apartments,"Adugodi, Bengaluru"
Directdeals.in,12.9350978,77.6245994,Apartments,"Adugodi, Bengaluru"
Vandana Agencies,12.9385445,77.6096964,Apartments,"Adugodi, Bengaluru"
Quest Infocom,12.927682,77.611231,Apartments,"Adugodi, Bengaluru"
CommonFloor,12.9595794,77.6383585,Apartments,"Adugodi, Bengaluru"
Sobha Dream Acres - Flats for Sale in Bangalore,12.9382954,77.7262934,Apartments,"Adugodi, Bengaluru"
Koramangala 1A Block,12.9272897,77.6314178,Apartments,"Adugodi, Bengaluru"
GANESHA PAN SHOP,12.941636,77.6082944,Apartments,"Adugodi, Bengaluru"
Nigoke Dentiur Cliniqe,12.9393001,77.6094413,Apartments,"Adugodi, Bengaluru"
Evergreen PG for girls,12.9369041,77.6084805,Apartments,"Adugodi, Bengaluru"
WashBuddy,12.9292997,77.6095802,Apartments,"Adugodi, Bengaluru"
"The New India Assurance Company Ltd, Koramangala Micro Office",12.9392231,77.6094901,Apartments,"Adugodi, Bengaluru"
Welcare Fitness Equipment %7CTreadmill store,12.9385963,77.6097809,Apartments,"Adugodi, Bengaluru"
Shanthi Sparsh Charitable Trust,12.9353373,77.6099471,Apartments,"Adugodi, Bengaluru"
IFB Point - Koramangala,12.9377168,77.6102579,Apartments,"Adugodi, Bengaluru"
Salarpuria Sattva Group,12.975439,77.618017,Apartments,"Adugodi, Bengaluru"
Thought Labs,12.9383836,77.6096217,Apartments,"Adugodi, Bengaluru"
M.H.S. Meter Works,12.9402718,77.6089671,Apartments,"Adugodi, Bengaluru"
Forum Mall Bus Stop,12.9351433,77.6120748,Apartments,"Adugodi, Bengaluru"
House for rent,12.9342813,77.551113,Apartments,"Adugodi, Bengaluru"
appliancesprotech,12.9447384,77.6076443,Apartments,"Adugodi, Bengaluru"
"BHIVE Workspace, Koramangala",12.9352415,77.6092986,Offices,"Adugodi, Bengaluru"
Attic Space- Chanakya,12.9445907,77.6198192,Offices,"Adugodi, Bengaluru"
Bosch Adugodi,12.9461087,77.6064016,Offices,"Adugodi, Bengaluru"
Novel Office - Koramangala %7C Office Space for rent in Bangalore %7C Co working Spaces,12.9516093,77.6079621,Offices,"Adugodi, Bengaluru"
Live Business Group Head Office,12.9445824,77.6189144,Offices,"Adugodi, Bengaluru"
Talent certified,12.943111,77.607554,Offices,"Adugodi, Bengaluru"
Kormangla Office,12.9422527,77.6147058,Offices,"Adugodi, Bengaluru"
Bren Optimus,12.9369034,77.6067499,Offices,"Adugodi, Bengaluru"
RBEI Parking (Private),12.9439568,77.6053967,Offices,"Adugodi, Bengaluru"
ESIC Office,12.9411204,77.6026821,Offices,"Adugodi, Bengaluru"
Workology,12.9517141,77.6080205,Offices,"Adugodi, Bengaluru"
Office,12.9445364,77.6043681,Offices,"Adugodi, Bengaluru"
Hewlett Packard Enterprise (HPE) : Bangalore India,12.937123,77.6100245,Offices,"Adugodi, Bengaluru"
India Post - Adugodi Sub Post Office,12.9486014,77.601754,Offices,"Adugodi, Bengaluru"
Furnished Office Bangalore,12.934473,77.613315,Offices,"Adugodi, Bengaluru"
Collabera Services Pvt Ltd,12.937309,77.6052899,Offices,"Adugodi, Bengaluru"
BBMP Office Adugodi Samudhaya Bhavan,12.9438508,77.6103163,Offices,"Adugodi, Bengaluru"
BESCOM,12.9503826,77.605429,Offices,"Adugodi, Bengaluru"
UTC CCS Bangalore Office,12.9379308,77.6060121,Offices,"Adugodi, Bengaluru"
Salarpuria Citadel,12.946117,77.6073469,Offices,"Adugodi, Bengaluru"
ESIE Local Office.,12.9410217,77.6028551,Offices,"Adugodi, Bengaluru"
APAR Technologies Pvt Ltd,12.9389908,77.6094827,Offices,"Adugodi, Bengaluru"
"BHIVE Workspace, Koramangala",12.9352415,77.6092986,Offices,"Adugodi, Bengaluru"
Pragati Galleria - Godrej Interio,12.9444869,77.6030885,Offices,"Adugodi, Bengaluru"
H %26 A AUDITORS AND TAX CONSULTANTS,12.9425175,77.6070627,Offices,"Adugodi, Bengaluru"
Airtel Broadband,12.9351873,77.6086904,Offices,"Adugodi, Bengaluru"
BBMP Janasnkya Yojana,12.9428107,77.6132476,Offices,"Adugodi, Bengaluru"
Optum,12.9449797,77.6077044,Offices,"Adugodi, Bengaluru"
